Model,Metric,Query,Expected Video,Retrieved Rank
MPNet,dot,Learn English with The Simpsons episode conversation,NDhPifXoBYI,20
MPNet,dot,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,5
MPNet,dot,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,3
MPNet,dot,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,85
MPNet,dot,Learn English with The Lion King movie scene,2sgxlayFzko,144
MPNet,dot,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,7
MPNet,dot,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,234
MPNet,dot,Learn English with Frozen movie scene,uuIZZc_CeFM,136
MPNet,dot,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,324
MPNet,dot,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,7
MPNet,dot,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,136
MPNet,dot,Learn English with Maleficent movie scene,9GpGky10yOE,5
MPNet,dot,Learn English with Ice Age movie conversation,wppNtDrquVc,35
MPNet,dot,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,158
MPNet,dot,Learn English with Shrek movie expressions,Ejb9b0veUPA,39
MPNet,dot,Learn English with Disney movie conversations,aU58RGC4IKw,38
MPNet,dot,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,220
MPNet,dot,Learn English with Friends TV series conversation,2sgxlayFzko,170
MPNet,dot,Learn English with rap songs pronunciation,8BfL3wzzyoc,7
MPNet,dot,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,5
MPNet,dot,Learn English with Queen song vocabulary,cpp22-kDtp0,11
MPNet,dot,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,37
MPNet,dot,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,227
MPNet,dot,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,35
MPNet,dot,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,296
MPNet,dot,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,245
MPNet,dot,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,20
MPNet,dot,Learn English with Bob Marley song expressions,1fn8R_PNAY0,184
MPNet,dot,Understand fast English without subtitles,wppNtDrquVc,112
MPNet,dot,How to understand movies without subtitles,wppNtDrquVc,82
MPNet,dot,How to learn English with Netflix shows,UqobITwaxjk,153
MPNet,dot,How to improve English listening with TV series,wppNtDrquVc,120
MPNet,dot,How to learn English with movie scenes,jtGO8B6ONz4,258
MPNet,dot,How to understand fast native English speech,wppNtDrquVc,95
MPNet,dot,How to learn English with TV show dialogue,1fn8R_PNAY0,301
MPNet,dot,How to practice English listening with movies,wppNtDrquVc,91
MPNet,dot,How to learn real English expressions from movies,wppNtDrquVc,29
MPNet,dot,How to understand jokes in English TV shows,UUj4dwbCnGE,89
MPNet,dot,Real English expressions used by native speakers,CKTPXv9XCeA,83
MPNet,dot,Common phrases used in American TV series,znO5Jjf4D78,168
MPNet,dot,English slang used in movie dialogues,iuQsu4HOlrA,145
MPNet,dot,Daily English expressions used by natives,wppNtDrquVc,34
MPNet,dot,Natural English pronunciation in movies,1fn8R_PNAY0,296
MPNet,dot,Connected speech examples in movie dialogue,2sgxlayFzko,186
MPNet,dot,Reduced speech in native English conversation,CKTPXv9XCeA,139
MPNet,dot,Shadowing technique with TV series dialogue,JteHl9PQEIU,82
MPNet,dot,English listening practice with TV show scenes,Md41MGtwjfo,206
MPNet,dot,English pronunciation practice with movie dialogue,1fn8R_PNAY0,289
MPNet,dot,Best TV series to learn English fast,wppNtDrquVc,153
MPNet,dot,Best movies to learn English listening,wppNtDrquVc,83
MPNet,dot,How to train your ear with English movies,wppNtDrquVc,97
MPNet,dot,How to improve speaking using TV shows,UUj4dwbCnGE,72
MPNet,dot,How to learn vocabulary from movie scenes,jtGO8B6ONz4,236
MPNet,dot,How to sound like a native English speaker,CKTPXv9XCeA,205
MPNet,dot,English conversation practice with movie clips,1fn8R_PNAY0,317
MPNet,dot,Advanced English listening with TV series,wppNtDrquVc,115
MPNet,dot,Real life English conversation from movies,wppNtDrquVc,17
MPNet,dot,English fluency practice with TV series scenes,jtGO8B6ONz4,285
MPNet,euclidean,Learn English with The Devil Wears Prada scene,UqobITwaxjk,147
MPNet,euclidean,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,2
MPNet,euclidean,Learn English with The Simpsons episode conversation,NDhPifXoBYI,20
MPNet,euclidean,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,5
MPNet,euclidean,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,3
MPNet,euclidean,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,85
MPNet,euclidean,Learn English with The Lion King movie scene,2sgxlayFzko,144
MPNet,euclidean,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,7
MPNet,euclidean,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,234
MPNet,euclidean,Learn English with Frozen movie scene,uuIZZc_CeFM,136
MPNet,euclidean,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,324
MPNet,euclidean,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,7
MPNet,euclidean,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,136
MPNet,euclidean,Learn English with Maleficent movie scene,9GpGky10yOE,5
MPNet,euclidean,Learn English with Ice Age movie conversation,wppNtDrquVc,35
MPNet,euclidean,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,158
MPNet,euclidean,Learn English with Shrek movie expressions,Ejb9b0veUPA,39
MPNet,euclidean,Learn English with Disney movie conversations,aU58RGC4IKw,38
MPNet,euclidean,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,220
MPNet,euclidean,Learn English with Friends TV series conversation,2sgxlayFzko,170
MPNet,euclidean,Learn English with rap songs pronunciation,8BfL3wzzyoc,7
MPNet,euclidean,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,5
MPNet,euclidean,Learn English with Queen song vocabulary,cpp22-kDtp0,11
MPNet,euclidean,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,37
MPNet,euclidean,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,227
MPNet,euclidean,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,35
MPNet,euclidean,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,296
MPNet,euclidean,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,245
MPNet,euclidean,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,20
MPNet,euclidean,Learn English with Bob Marley song expressions,1fn8R_PNAY0,184
MPNet,euclidean,Understand fast English without subtitles,wppNtDrquVc,112
MPNet,euclidean,How to understand movies without subtitles,wppNtDrquVc,82
MPNet,euclidean,How to learn English with Netflix shows,UqobITwaxjk,153
MPNet,euclidean,How to improve English listening with TV series,wppNtDrquVc,120
MPNet,euclidean,How to learn English with movie scenes,jtGO8B6ONz4,258
MPNet,euclidean,How to understand fast native English speech,wppNtDrquVc,95
MPNet,euclidean,How to learn English with TV show dialogue,1fn8R_PNAY0,301
MPNet,euclidean,How to practice English listening with movies,wppNtDrquVc,91
MPNet,euclidean,How to learn real English expressions from movies,wppNtDrquVc,29
MPNet,euclidean,How to understand jokes in English TV shows,UUj4dwbCnGE,89
MPNet,euclidean,Real English expressions used by native speakers,CKTPXv9XCeA,83
MPNet,euclidean,Common phrases used in American TV series,znO5Jjf4D78,168
MPNet,euclidean,English slang used in movie dialogues,iuQsu4HOlrA,145
MPNet,euclidean,Daily English expressions used by natives,wppNtDrquVc,34
MPNet,euclidean,Natural English pronunciation in movies,1fn8R_PNAY0,296
MPNet,euclidean,Connected speech examples in movie dialogue,2sgxlayFzko,186
MPNet,euclidean,Reduced speech in native English conversation,CKTPXv9XCeA,139
MPNet,euclidean,Shadowing technique with TV series dialogue,JteHl9PQEIU,82
MPNet,euclidean,English listening practice with TV show scenes,Md41MGtwjfo,206
MPNet,euclidean,English pronunciation practice with movie dialogue,1fn8R_PNAY0,289
MPNet,euclidean,Best TV series to learn English fast,wppNtDrquVc,153
MPNet,euclidean,Best movies to learn English listening,wppNtDrquVc,83
MPNet,euclidean,How to train your ear with English movies,wppNtDrquVc,97
MPNet,euclidean,How to improve speaking using TV shows,UUj4dwbCnGE,72
MPNet,euclidean,How to learn vocabulary from movie scenes,jtGO8B6ONz4,236
MPNet,euclidean,How to sound like a native English speaker,CKTPXv9XCeA,205
MPNet,euclidean,English conversation practice with movie clips,1fn8R_PNAY0,317
MPNet,euclidean,Advanced English listening with TV series,wppNtDrquVc,115
MPNet,euclidean,Real life English conversation from movies,wppNtDrquVc,17
MPNet,euclidean,English fluency practice with TV series scenes,jtGO8B6ONz4,285
MPNet,cityblock,Learn English with The Devil Wears Prada scene,UqobITwaxjk,162
MPNet,cityblock,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,2
MPNet,cityblock,Learn English with The Simpsons episode conversation,NDhPifXoBYI,22
MPNet,cityblock,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,9
MPNet,cityblock,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,3
MPNet,cityblock,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,75
MPNet,cityblock,Learn English with The Lion King movie scene,2sgxlayFzko,124
MPNet,cityblock,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,7
MPNet,cityblock,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,216
MPNet,cityblock,Learn English with Frozen movie scene,uuIZZc_CeFM,135
MPNet,cityblock,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,322
MPNet,cityblock,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,8
MPNet,cityblock,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,157
MPNet,cityblock,Learn English with Maleficent movie scene,9GpGky10yOE,6
MPNet,cityblock,Learn English with Ice Age movie conversation,wppNtDrquVc,29
MPNet,cityblock,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,134
MPNet,cityblock,Learn English with Shrek movie expressions,Ejb9b0veUPA,40
MPNet,cityblock,Learn English with Disney movie conversations,aU58RGC4IKw,37
MPNet,cityblock,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,234
MPNet,cityblock,Learn English with Friends TV series conversation,2sgxlayFzko,154
MPNet,cityblock,Learn English with rap songs pronunciation,8BfL3wzzyoc,7
MPNet,cityblock,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,5
MPNet,cityblock,Learn English with Queen song vocabulary,cpp22-kDtp0,16
MPNet,cityblock,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,38
MPNet,cityblock,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,221
MPNet,cityblock,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,35
MPNet,cityblock,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,296
MPNet,cityblock,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,238
MPNet,cityblock,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,20
MPNet,cityblock,Learn English with Bob Marley song expressions,1fn8R_PNAY0,125
MPNet,cityblock,Understand fast English without subtitles,wppNtDrquVc,112
MPNet,cityblock,How to understand movies without subtitles,wppNtDrquVc,69
MPNet,cityblock,How to learn English with Netflix shows,UqobITwaxjk,182
MPNet,cityblock,How to improve English listening with TV series,wppNtDrquVc,117
MPNet,cityblock,How to learn English with movie scenes,jtGO8B6ONz4,266
MPNet,cityblock,How to understand fast native English speech,wppNtDrquVc,106
MPNet,cityblock,How to learn English with TV show dialogue,1fn8R_PNAY0,304
MPNet,cityblock,How to practice English listening with movies,wppNtDrquVc,78
MPNet,cityblock,How to learn real English expressions from movies,wppNtDrquVc,34
MPNet,cityblock,How to understand jokes in English TV shows,UUj4dwbCnGE,93
MPNet,cityblock,Real English expressions used by native speakers,CKTPXv9XCeA,92
MPNet,cityblock,Common phrases used in American TV series,znO5Jjf4D78,149
MPNet,cityblock,English slang used in movie dialogues,iuQsu4HOlrA,135
MPNet,cityblock,Daily English expressions used by natives,wppNtDrquVc,38
MPNet,cityblock,Natural English pronunciation in movies,1fn8R_PNAY0,296
MPNet,cityblock,Connected speech examples in movie dialogue,2sgxlayFzko,200
MPNet,cityblock,Reduced speech in native English conversation,CKTPXv9XCeA,135
MPNet,cityblock,Shadowing technique with TV series dialogue,JteHl9PQEIU,97
MPNet,cityblock,English listening practice with TV show scenes,Md41MGtwjfo,206
MPNet,cityblock,English pronunciation practice with movie dialogue,1fn8R_PNAY0,289
MPNet,cityblock,Best TV series to learn English fast,wppNtDrquVc,142
MPNet,cityblock,Best movies to learn English listening,wppNtDrquVc,75
MPNet,cityblock,How to train your ear with English movies,wppNtDrquVc,85
MPNet,cityblock,How to improve speaking using TV shows,UUj4dwbCnGE,66
MPNet,cityblock,How to learn vocabulary from movie scenes,jtGO8B6ONz4,244
MPNet,cityblock,How to sound like a native English speaker,CKTPXv9XCeA,227
MPNet,cityblock,English conversation practice with movie clips,1fn8R_PNAY0,326
MPNet,cityblock,Advanced English listening with TV series,wppNtDrquVc,112
MPNet,cityblock,Real life English conversation from movies,wppNtDrquVc,20
MPNet,cityblock,English fluency practice with TV series scenes,jtGO8B6ONz4,293
MPNet,chebyshev,Learn English with The Devil Wears Prada scene,UqobITwaxjk,120
MPNet,chebyshev,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,3
MPNet,chebyshev,Learn English with The Simpsons episode conversation,NDhPifXoBYI,15
MPNet,chebyshev,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,1
MPNet,chebyshev,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,3
MPNet,chebyshev,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,120
MPNet,chebyshev,Learn English with The Lion King movie scene,2sgxlayFzko,140
MPNet,chebyshev,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,31
MPNet,chebyshev,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,173
MPNet,chebyshev,Learn English with Frozen movie scene,uuIZZc_CeFM,296
MPNet,chebyshev,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,189
MPNet,chebyshev,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,15
MPNet,chebyshev,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,103
MPNet,chebyshev,Learn English with Maleficent movie scene,9GpGky10yOE,26
MPNet,chebyshev,Learn English with Ice Age movie conversation,wppNtDrquVc,140
MPNet,chebyshev,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,225
MPNet,chebyshev,Learn English with Shrek movie expressions,Ejb9b0veUPA,70
MPNet,chebyshev,Learn English with Disney movie conversations,aU58RGC4IKw,43
MPNet,chebyshev,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,188
MPNet,chebyshev,Learn English with Friends TV series conversation,2sgxlayFzko,198
MPNet,chebyshev,Learn English with rap songs pronunciation,8BfL3wzzyoc,14
MPNet,chebyshev,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,5
MPNet,chebyshev,Learn English with Queen song vocabulary,cpp22-kDtp0,4
MPNet,chebyshev,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,21
MPNet,chebyshev,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,300
MPNet,chebyshev,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,36
MPNet,chebyshev,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,325
MPNet,chebyshev,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,283
MPNet,chebyshev,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,25
MPNet,chebyshev,Learn English with Bob Marley song expressions,1fn8R_PNAY0,159
MPNet,chebyshev,Understand fast English without subtitles,wppNtDrquVc,74
MPNet,chebyshev,How to understand movies without subtitles,wppNtDrquVc,249
MPNet,chebyshev,How to learn English with Netflix shows,UqobITwaxjk,44
MPNet,chebyshev,How to improve English listening with TV series,wppNtDrquVc,222
MPNet,chebyshev,How to learn English with movie scenes,jtGO8B6ONz4,260
MPNet,chebyshev,How to understand fast native English speech,wppNtDrquVc,245
MPNet,chebyshev,How to learn English with TV show dialogue,1fn8R_PNAY0,182
MPNet,chebyshev,How to practice English listening with movies,wppNtDrquVc,142
MPNet,chebyshev,How to learn real English expressions from movies,wppNtDrquVc,17
MPNet,chebyshev,How to understand jokes in English TV shows,UUj4dwbCnGE,44
MPNet,chebyshev,Real English expressions used by native speakers,CKTPXv9XCeA,74
MPNet,chebyshev,Common phrases used in American TV series,znO5Jjf4D78,255
MPNet,chebyshev,English slang used in movie dialogues,iuQsu4HOlrA,179
MPNet,chebyshev,Daily English expressions used by natives,wppNtDrquVc,49
MPNet,chebyshev,Natural English pronunciation in movies,1fn8R_PNAY0,327
MPNet,chebyshev,Connected speech examples in movie dialogue,2sgxlayFzko,150
MPNet,chebyshev,Reduced speech in native English conversation,CKTPXv9XCeA,232
MPNet,chebyshev,Shadowing technique with TV series dialogue,JteHl9PQEIU,177
MPNet,chebyshev,English listening practice with TV show scenes,Md41MGtwjfo,294
MPNet,chebyshev,English pronunciation practice with movie dialogue,1fn8R_PNAY0,276
MPNet,chebyshev,Best TV series to learn English fast,wppNtDrquVc,105
MPNet,chebyshev,Best movies to learn English listening,wppNtDrquVc,145
MPNet,chebyshev,How to train your ear with English movies,wppNtDrquVc,135
MPNet,chebyshev,How to improve speaking using TV shows,UUj4dwbCnGE,34
MPNet,chebyshev,How to learn vocabulary from movie scenes,jtGO8B6ONz4,195
MPNet,chebyshev,How to sound like a native English speaker,CKTPXv9XCeA,146
MPNet,chebyshev,English conversation practice with movie clips,1fn8R_PNAY0,348
MPNet,chebyshev,Advanced English listening with TV series,wppNtDrquVc,47
MPNet,chebyshev,Real life English conversation from movies,wppNtDrquVc,224
MPNet,chebyshev,English fluency practice with TV series scenes,jtGO8B6ONz4,323
MultiQA,cosine,Learn English with The Devil Wears Prada scene,UqobITwaxjk,155
MultiQA,cosine,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,2
MultiQA,cosine,Learn English with The Simpsons episode conversation,NDhPifXoBYI,57
MultiQA,cosine,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,2
MultiQA,cosine,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,12
MultiQA,cosine,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,54
MultiQA,cosine,Learn English with The Lion King movie scene,2sgxlayFzko,58
MultiQA,cosine,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,128
MultiQA,cosine,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,204
MultiQA,cosine,Learn English with Frozen movie scene,uuIZZc_CeFM,176
MultiQA,cosine,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,257
MultiQA,cosine,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,99
MultiQA,cosine,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,198
MultiQA,cosine,Learn English with Maleficent movie scene,9GpGky10yOE,71
MultiQA,cosine,Learn English with Ice Age movie conversation,wppNtDrquVc,132
MultiQA,cosine,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,215
MultiQA,cosine,Learn English with Shrek movie expressions,Ejb9b0veUPA,112
MultiQA,cosine,Learn English with Disney movie conversations,aU58RGC4IKw,80
MultiQA,cosine,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,206
MultiQA,cosine,Learn English with Friends TV series conversation,2sgxlayFzko,227
MultiQA,cosine,Learn English with rap songs pronunciation,8BfL3wzzyoc,88
MultiQA,cosine,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,3
MultiQA,cosine,Learn English with Queen song vocabulary,cpp22-kDtp0,35
MultiQA,cosine,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,6
MultiQA,cosine,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,204
MultiQA,cosine,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,10
MultiQA,cosine,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,254
MultiQA,cosine,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,277
MultiQA,cosine,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,75
MultiQA,cosine,Learn English with Bob Marley song expressions,1fn8R_PNAY0,93
MultiQA,cosine,Understand fast English without subtitles,wppNtDrquVc,171
MultiQA,cosine,How to understand movies without subtitles,wppNtDrquVc,19
MultiQA,cosine,How to learn English with Netflix shows,UqobITwaxjk,121
MultiQA,cosine,How to improve English listening with TV series,wppNtDrquVc,211
MultiQA,cosine,How to learn English with movie scenes,jtGO8B6ONz4,268
MultiQA,cosine,How to understand fast native English speech,wppNtDrquVc,204
MultiQA,cosine,How to learn English with TV show dialogue,1fn8R_PNAY0,340
MultiQA,cosine,How to practice English listening with movies,wppNtDrquVc,152
MultiQA,cosine,How to learn real English expressions from movies,wppNtDrquVc,114
MultiQA,cosine,How to understand jokes in English TV shows,UUj4dwbCnGE,176
MultiQA,cosine,Real English expressions used by native speakers,CKTPXv9XCeA,22
MultiQA,cosine,Common phrases used in American TV series,znO5Jjf4D78,134
MultiQA,cosine,English slang used in movie dialogues,iuQsu4HOlrA,133
MultiQA,cosine,Daily English expressions used by natives,wppNtDrquVc,187
MultiQA,cosine,Natural English pronunciation in movies,1fn8R_PNAY0,268
MultiQA,cosine,Connected speech examples in movie dialogue,2sgxlayFzko,302
MultiQA,cosine,Reduced speech in native English conversation,CKTPXv9XCeA,158
MultiQA,cosine,Shadowing technique with TV series dialogue,JteHl9PQEIU,5
MultiQA,cosine,English listening practice with TV show scenes,Md41MGtwjfo,342
MultiQA,cosine,English pronunciation practice with movie dialogue,1fn8R_PNAY0,315
MultiQA,cosine,Best TV series to learn English fast,wppNtDrquVc,216
MultiQA,cosine,Best movies to learn English listening,wppNtDrquVc,137
MultiQA,cosine,How to train your ear with English movies,wppNtDrquVc,166
MultiQA,cosine,How to improve speaking using TV shows,UUj4dwbCnGE,30
MultiQA,cosine,How to learn vocabulary from movie scenes,jtGO8B6ONz4,236
MultiQA,cosine,How to sound like a native English speaker,CKTPXv9XCeA,168
MultiQA,cosine,English conversation practice with movie clips,1fn8R_PNAY0,338
MultiQA,cosine,Advanced English listening with TV series,wppNtDrquVc,197
MultiQA,cosine,Real life English conversation from movies,wppNtDrquVc,128
MultiQA,cosine,English fluency practice with TV series scenes,jtGO8B6ONz4,308
MultiQA,dot,Learn English with The Devil Wears Prada scene,UqobITwaxjk,155
MultiQA,dot,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,2
MultiQA,dot,Learn English with The Simpsons episode conversation,NDhPifXoBYI,57
MultiQA,dot,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,2
MultiQA,dot,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,12
MultiQA,dot,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,54
MultiQA,dot,Learn English with The Lion King movie scene,2sgxlayFzko,58
MultiQA,dot,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,128
MultiQA,dot,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,204
MultiQA,dot,Learn English with Frozen movie scene,uuIZZc_CeFM,176
MultiQA,dot,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,257
MultiQA,dot,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,99
MultiQA,dot,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,198
MultiQA,dot,Learn English with Maleficent movie scene,9GpGky10yOE,71
MultiQA,dot,Learn English with Ice Age movie conversation,wppNtDrquVc,132
MultiQA,dot,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,215
MultiQA,dot,Learn English with Shrek movie expressions,Ejb9b0veUPA,112
MultiQA,dot,Learn English with Disney movie conversations,aU58RGC4IKw,80
MultiQA,dot,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,206
MultiQA,dot,Learn English with Friends TV series conversation,2sgxlayFzko,227
MultiQA,dot,Learn English with rap songs pronunciation,8BfL3wzzyoc,88
MultiQA,dot,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,3
MultiQA,dot,Learn English with Queen song vocabulary,cpp22-kDtp0,35
MultiQA,dot,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,6
MultiQA,dot,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,204
MultiQA,dot,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,10
MultiQA,dot,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,254
MultiQA,dot,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,277
MultiQA,dot,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,75
MultiQA,dot,Learn English with Bob Marley song expressions,1fn8R_PNAY0,93
MultiQA,dot,Understand fast English without subtitles,wppNtDrquVc,171
MultiQA,dot,How to understand movies without subtitles,wppNtDrquVc,19
MultiQA,dot,How to learn English with Netflix shows,UqobITwaxjk,121
MultiQA,dot,How to improve English listening with TV series,wppNtDrquVc,211
MultiQA,dot,How to learn English with movie scenes,jtGO8B6ONz4,268
MultiQA,dot,How to understand fast native English speech,wppNtDrquVc,204
MultiQA,dot,How to learn English with TV show dialogue,1fn8R_PNAY0,340
MultiQA,dot,How to practice English listening with movies,wppNtDrquVc,152
MultiQA,dot,How to learn real English expressions from movies,wppNtDrquVc,114
MultiQA,dot,How to understand jokes in English TV shows,UUj4dwbCnGE,176
MultiQA,dot,Real English expressions used by native speakers,CKTPXv9XCeA,22
MultiQA,dot,Common phrases used in American TV series,znO5Jjf4D78,134
MultiQA,dot,English slang used in movie dialogues,iuQsu4HOlrA,133
MultiQA,dot,Daily English expressions used by natives,wppNtDrquVc,187
MultiQA,dot,Natural English pronunciation in movies,1fn8R_PNAY0,268
MultiQA,dot,Connected speech examples in movie dialogue,2sgxlayFzko,302
MultiQA,dot,Reduced speech in native English conversation,CKTPXv9XCeA,158
MultiQA,dot,Shadowing technique with TV series dialogue,JteHl9PQEIU,5
MultiQA,dot,English listening practice with TV show scenes,Md41MGtwjfo,342
MultiQA,dot,English pronunciation practice with movie dialogue,1fn8R_PNAY0,315
MultiQA,dot,Best TV series to learn English fast,wppNtDrquVc,216
MultiQA,dot,Best movies to learn English listening,wppNtDrquVc,137
MultiQA,dot,How to train your ear with English movies,wppNtDrquVc,166
MultiQA,dot,How to improve speaking using TV shows,UUj4dwbCnGE,30
MultiQA,dot,How to learn vocabulary from movie scenes,jtGO8B6ONz4,236
MultiQA,dot,How to sound like a native English speaker,CKTPXv9XCeA,168
MultiQA,dot,English conversation practice with movie clips,1fn8R_PNAY0,338
MultiQA,dot,Advanced English listening with TV series,wppNtDrquVc,197
MultiQA,dot,Real life English conversation from movies,wppNtDrquVc,128
MultiQA,dot,English fluency practice with TV series scenes,jtGO8B6ONz4,308
MultiQA,euclidean,Learn English with The Devil Wears Prada scene,UqobITwaxjk,155
MultiQA,euclidean,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,2
MultiQA,euclidean,Learn English with The Simpsons episode conversation,NDhPifXoBYI,57
MultiQA,euclidean,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,2
MultiQA,euclidean,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,12
MultiQA,euclidean,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,54
MultiQA,euclidean,Learn English with The Lion King movie scene,2sgxlayFzko,58
MultiQA,euclidean,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,128
MultiQA,euclidean,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,204
MultiQA,euclidean,Learn English with Frozen movie scene,uuIZZc_CeFM,176
