Model,Metric,Query,Rank,Video,Score
MiniLM,cityblock,English slang used in movie dialogues,1,Rs_wuc9J4Wo,16.1297
MiniLM,cityblock,English slang used in movie dialogues,2,pKoH9GkEKxQ,16.1869
MiniLM,cityblock,English slang used in movie dialogues,3,YONM8R2_iu8,16.2503
MiniLM,cityblock,English slang used in movie dialogues,4,Xmgohhgb3pA,16.4224
MiniLM,cityblock,English slang used in movie dialogues,5,fpbdQBcuJ_E,16.5758
MiniLM,cityblock,Daily English expressions used by natives,1,Q5wMunSQHK4,15.4778
MiniLM,cityblock,Daily English expressions used by natives,2,xV-GT84xzE8,15.596
MiniLM,cityblock,Daily English expressions used by natives,3,FZXyYuiyq2I,15.9002
MiniLM,cityblock,Daily English expressions used by natives,4,JDYksdXAOOU,15.9687
MiniLM,cityblock,Daily English expressions used by natives,5,a79pawTkIx8,16.1349
MiniLM,cityblock,Natural English pronunciation in movies,1,Nb7KuhBVCH8,14.746
MiniLM,cityblock,Natural English pronunciation in movies,2,pKoH9GkEKxQ,14.9193
MiniLM,cityblock,Natural English pronunciation in movies,3,fRseMUZ2NOM,14.9877
MiniLM,cityblock,Natural English pronunciation in movies,4,k9MTueetF38,15.0102
MiniLM,cityblock,Natural English pronunciation in movies,5,67E6Dl6LaW4,15.2791
MiniLM,cityblock,Connected speech examples in movie dialogue,1,Xmgohhgb3pA,15.6689
MiniLM,cityblock,Connected speech examples in movie dialogue,2,wOx50owZLyA,16.228
MiniLM,cityblock,Connected speech examples in movie dialogue,3,xQI0Kqu7x4o,16.6732
MiniLM,cityblock,Connected speech examples in movie dialogue,4,67E6Dl6LaW4,16.755
MiniLM,cityblock,Connected speech examples in movie dialogue,5,pKoH9GkEKxQ,16.8386
MiniLM,cityblock,Reduced speech in native English conversation,1,F23Bm4FrwJI,14.9859
MiniLM,cityblock,Reduced speech in native English conversation,2,L5EW4uRl_ps,15.3586
MiniLM,cityblock,Reduced speech in native English conversation,3,xV-GT84xzE8,15.4049
MiniLM,cityblock,Reduced speech in native English conversation,4,KEWge76EHpA,15.4448
MiniLM,cityblock,Reduced speech in native English conversation,5,k9MTueetF38,15.7294
MiniLM,cityblock,Shadowing technique with TV series dialogue,1,mxG8Ls1SQz8,17.5
MiniLM,cityblock,Shadowing technique with TV series dialogue,2,fO4hWM0qi9A,17.6614
MiniLM,cityblock,Shadowing technique with TV series dialogue,3,b8XK8K1jjrg,17.9159
MiniLM,cityblock,Shadowing technique with TV series dialogue,4,-kXpw-AcEoM,18.2178
MiniLM,cityblock,Shadowing technique with TV series dialogue,5,T-FXi4Buqps,18.2422
MiniLM,cityblock,English listening practice with TV show scenes,1,VZJaXyjs9RI,13.1646
MiniLM,cityblock,English listening practice with TV show scenes,2,FZoeUNG_x4I,13.8101
MiniLM,cityblock,English listening practice with TV show scenes,3,RQuL3lsuarQ,14.0073
MiniLM,cityblock,English listening practice with TV show scenes,4,uW-I9SFuU1A,14.0931
MiniLM,cityblock,English listening practice with TV show scenes,5,lhugwz26kUc,14.191
MiniLM,cityblock,English pronunciation practice with movie dialogue,1,pKoH9GkEKxQ,12.9607
MiniLM,cityblock,English pronunciation practice with movie dialogue,2,fRseMUZ2NOM,13.7688
MiniLM,cityblock,English pronunciation practice with movie dialogue,3,Xmgohhgb3pA,13.8104
MiniLM,cityblock,English pronunciation practice with movie dialogue,4,k9MTueetF38,13.975
MiniLM,cityblock,English pronunciation practice with movie dialogue,5,PL7niJMDu5w,13.9968
MiniLM,cityblock,Best TV series to learn English fast,1,7Ck3q5GaF5M,12.8112
MiniLM,cityblock,Best TV series to learn English fast,2,JteHl9PQEIU,12.9117
MiniLM,cityblock,Best TV series to learn English fast,3,fRseMUZ2NOM,13.5647
MiniLM,cityblock,Best TV series to learn English fast,4,4rX4sH8PMFc,13.6415
MiniLM,cityblock,Best TV series to learn English fast,5,5i8s5XMzEoA,13.7785
MiniLM,cityblock,Best movies to learn English listening,1,V1mhdFpsYFA,11.4113
MiniLM,cityblock,Best movies to learn English listening,2,pKoH9GkEKxQ,13.8886
MiniLM,cityblock,Best movies to learn English listening,3,dcCn9a8TC_I,14.3238
MiniLM,cityblock,Best movies to learn English listening,4,xQI0Kqu7x4o,14.5171
MiniLM,cityblock,Best movies to learn English listening,5,lz_gewAzBm8,14.5663
MiniLM,cityblock,How to train your ear with English movies,1,PL7niJMDu5w,13.3172
MiniLM,cityblock,How to train your ear with English movies,2,fRseMUZ2NOM,13.5713
MiniLM,cityblock,How to train your ear with English movies,3,pKoH9GkEKxQ,13.6645
MiniLM,cityblock,How to train your ear with English movies,4,lhugwz26kUc,13.8918
MiniLM,cityblock,How to train your ear with English movies,5,dcCn9a8TC_I,14.0472
MiniLM,cityblock,How to improve speaking using TV shows,1,Vcum4dzafOE,14.5253
MiniLM,cityblock,How to improve speaking using TV shows,2,lhugwz26kUc,14.8327
MiniLM,cityblock,How to improve speaking using TV shows,3,1puk6bREVMI,15.2896
MiniLM,cityblock,How to improve speaking using TV shows,4,VZJaXyjs9RI,15.3054
MiniLM,cityblock,How to improve speaking using TV shows,5,KEWge76EHpA,15.4212
MiniLM,cityblock,How to learn vocabulary from movie scenes,1,Xmgohhgb3pA,13.0157
MiniLM,cityblock,How to learn vocabulary from movie scenes,2,2uYHIfVOcvE,13.0819
MiniLM,cityblock,How to learn vocabulary from movie scenes,3,Wn8X5JMgBAk,13.4141
MiniLM,cityblock,How to learn vocabulary from movie scenes,4,tdn81jlykww,13.5892
MiniLM,cityblock,How to learn vocabulary from movie scenes,5,lhugwz26kUc,13.8765
MiniLM,cityblock,How to sound like a native English speaker,1,TzizA5rjM_Y,14.0947
MiniLM,cityblock,How to sound like a native English speaker,2,xV-GT84xzE8,14.1671
MiniLM,cityblock,How to sound like a native English speaker,3,LPA52CoT44w,14.3476
MiniLM,cityblock,How to sound like a native English speaker,4,srFHh4UiO7U,14.4311
MiniLM,cityblock,How to sound like a native English speaker,5,EccLlzUCF4w,14.6072
MiniLM,cityblock,English conversation practice with movie clips,1,pKoH9GkEKxQ,12.6296
MiniLM,cityblock,English conversation practice with movie clips,2,Xmgohhgb3pA,13.0166
MiniLM,cityblock,English conversation practice with movie clips,3,lhugwz26kUc,13.1767
MiniLM,cityblock,English conversation practice with movie clips,4,3GCmsMI5iAY,13.8018
MiniLM,cityblock,English conversation practice with movie clips,5,tdn81jlykww,13.8075
MiniLM,cityblock,Advanced English listening with TV series,1,7Ck3q5GaF5M,13.8918
MiniLM,cityblock,Advanced English listening with TV series,2,uW-I9SFuU1A,13.9488
MiniLM,cityblock,Advanced English listening with TV series,3,4rX4sH8PMFc,14.1832
MiniLM,cityblock,Advanced English listening with TV series,4,FZoeUNG_x4I,14.1837
MiniLM,cityblock,Advanced English listening with TV series,5,RQuL3lsuarQ,14.4761
MiniLM,cityblock,Real life English conversation from movies,1,67E6Dl6LaW4,13.969
MiniLM,cityblock,Real life English conversation from movies,2,Xmgohhgb3pA,14.0692
MiniLM,cityblock,Real life English conversation from movies,3,pKoH9GkEKxQ,14.0778
MiniLM,cityblock,Real life English conversation from movies,4,lhugwz26kUc,14.1956
MiniLM,cityblock,Real life English conversation from movies,5,RQuL3lsuarQ,14.3312
MiniLM,cityblock,English fluency practice with TV series scenes,1,lhugwz26kUc,13.2493
MiniLM,cityblock,English fluency practice with TV series scenes,2,7Ck3q5GaF5M,13.6619
MiniLM,cityblock,English fluency practice with TV series scenes,3,tdn81jlykww,13.6835
MiniLM,cityblock,English fluency practice with TV series scenes,4,RQuL3lsuarQ,13.7051
MiniLM,cityblock,English fluency practice with TV series scenes,5,mxG8Ls1SQz8,14.0348
MiniLM,chebyshev,Learn English with The Devil Wears Prada scene,1,aRbaIHNttv4,0.1407
MiniLM,chebyshev,Learn English with The Devil Wears Prada scene,2,fQwqes1cQ8E,0.1415
MiniLM,chebyshev,Learn English with The Devil Wears Prada scene,3,jslJbssyfUQ,0.1427
MiniLM,chebyshev,Learn English with The Devil Wears Prada scene,4,QaP6nhNyHb0,0.1439
MiniLM,chebyshev,Learn English with The Devil Wears Prada scene,5,rz478f17kn0,0.1453
MiniLM,chebyshev,Learn English with SpongeBob SquarePants dialogue,1,JxWEAP0aAJQ,0.1085
MiniLM,chebyshev,Learn English with SpongeBob SquarePants dialogue,2,NDhPifXoBYI,0.1318
MiniLM,chebyshev,Learn English with SpongeBob SquarePants dialogue,3,OyNA4FA47do,0.1318
MiniLM,chebyshev,Learn English with SpongeBob SquarePants dialogue,4,WsdwmoQcjiw,0.1411
MiniLM,chebyshev,Learn English with SpongeBob SquarePants dialogue,5,3xCQrnTYmzY,0.1411
MiniLM,chebyshev,Learn English with The Simpsons episode conversation,1,apI6j_LQYAA,0.127
MiniLM,chebyshev,Learn English with The Simpsons episode conversation,2,wqOlUOkiFbs,0.1398
MiniLM,chebyshev,Learn English with The Simpsons episode conversation,3,u53Seni_i8U,0.1409
MiniLM,chebyshev,Learn English with The Simpsons episode conversation,4,IjEax-B7lrg,0.1436
MiniLM,chebyshev,Learn English with The Simpsons episode conversation,5,3W2gRl5UIDY,0.1442
MiniLM,chebyshev,Learn English with Peaky Blinders speaking style,1,uW-I9SFuU1A,0.1273
MiniLM,chebyshev,Learn English with Peaky Blinders speaking style,2,3kcpvIRbSnA,0.1367
MiniLM,chebyshev,Learn English with Peaky Blinders speaking style,3,2li3fhbUnXI,0.1382
MiniLM,chebyshev,Learn English with Peaky Blinders speaking style,4,_WTEzSLs3LU,0.1387
MiniLM,chebyshev,Learn English with Peaky Blinders speaking style,5,FZoeUNG_x4I,0.1395
MiniLM,chebyshev,Learn English with Jennifer Aniston interview,1,381NyVSorHo,0.1177
MiniLM,chebyshev,Learn English with Jennifer Aniston interview,2,Lus0ttddiD8,0.1348
MiniLM,chebyshev,Learn English with Jennifer Aniston interview,3,QaP6nhNyHb0,0.1369
MiniLM,chebyshev,Learn English with Jennifer Aniston interview,4,mNCS4_wqaPY,0.1371
MiniLM,chebyshev,Learn English with Jennifer Aniston interview,5,lhugwz26kUc,0.1377
MiniLM,chebyshev,Learn English with Zootopia movie dialogue,1,UpQF2gdw5RY,0.1083
MiniLM,chebyshev,Learn English with Zootopia movie dialogue,2,SkViUbosnD4,0.1277
MiniLM,chebyshev,Learn English with Zootopia movie dialogue,3,4Pu-xXFfkro,0.1298
MiniLM,chebyshev,Learn English with Zootopia movie dialogue,4,HgB2UHli0fU,0.1314
MiniLM,chebyshev,Learn English with Zootopia movie dialogue,5,YR1n_jid024,0.1316
MiniLM,chebyshev,Learn English with The Lion King movie scene,1,HgB2UHli0fU,0.1046
MiniLM,chebyshev,Learn English with The Lion King movie scene,2,IIhWbZk2B3o,0.1158
MiniLM,chebyshev,Learn English with The Lion King movie scene,3,Ql17ws1pmiQ,0.1277
MiniLM,chebyshev,Learn English with The Lion King movie scene,4,cpp22-kDtp0,0.1355
MiniLM,chebyshev,Learn English with The Lion King movie scene,5,4Pu-xXFfkro,0.1361
MiniLM,chebyshev,Learn English with Pirates of the Caribbean dialogue,1,ICVQ6wfZr3c,0.1102
MiniLM,chebyshev,Learn English with Pirates of the Caribbean dialogue,2,iuQsu4HOlrA,0.1211
MiniLM,chebyshev,Learn English with Pirates of the Caribbean dialogue,3,pKoH9GkEKxQ,0.1318
MiniLM,chebyshev,Learn English with Pirates of the Caribbean dialogue,4,5AMGLvROqsg,0.1414
MiniLM,chebyshev,Learn English with Pirates of the Caribbean dialogue,5,mNCS4_wqaPY,0.1452
MiniLM,chebyshev,Learn English with Beauty and the Beast conversation,1,1jdjbt8W3es,0.1291
MiniLM,chebyshev,Learn English with Beauty and the Beast conversation,2,6SIqFgxLkSc,0.133
MiniLM,chebyshev,Learn English with Beauty and the Beast conversation,3,LPA52CoT44w,0.1363
MiniLM,chebyshev,Learn English with Beauty and the Beast conversation,4,SkViUbosnD4,0.1392
MiniLM,chebyshev,Learn English with Beauty and the Beast conversation,5,3xCQrnTYmzY,0.1402
MiniLM,chebyshev,Learn English with Frozen movie scene,1,PL7niJMDu5w,0.1245
MiniLM,chebyshev,Learn English with Frozen movie scene,2,ufCndfbsfpw,0.1323
MiniLM,chebyshev,Learn English with Frozen movie scene,3,Rs_wuc9J4Wo,0.1346
MiniLM,chebyshev,Learn English with Frozen movie scene,4,fEJ_zsL-17k,0.1347
MiniLM,chebyshev,Learn English with Frozen movie scene,5,wdh9y2TkIns,0.1366
MiniLM,chebyshev,Learn English with Toy Story movie dialogue,1,IYsurU_B4Qo,0.1266
MiniLM,chebyshev,Learn English with Toy Story movie dialogue,2,UWKcA7h1blI,0.1269
MiniLM,chebyshev,Learn English with Toy Story movie dialogue,3,AxlJvpuuZ0s,0.1294
MiniLM,chebyshev,Learn English with Toy Story movie dialogue,4,wppNtDrquVc,0.1315
MiniLM,chebyshev,Learn English with Toy Story movie dialogue,5,UpQF2gdw5RY,0.1322
MiniLM,chebyshev,Learn English with Finding Nemo conversation,1,RjNka8csfYU,0.122
MiniLM,chebyshev,Learn English with Finding Nemo conversation,2,xV-GT84xzE8,0.1331
MiniLM,chebyshev,Learn English with Finding Nemo conversation,3,wDZ2SGKNIp0,0.1389
MiniLM,chebyshev,Learn English with Finding Nemo conversation,4,fQwqes1cQ8E,0.1398
MiniLM,chebyshev,Learn English with Finding Nemo conversation,5,Xz4q93l6uvQ,0.141
MiniLM,chebyshev,Learn English with Aladdin movie dialogue,1,WU0W0S5ILHY,0.1274
MiniLM,chebyshev,Learn English with Aladdin movie dialogue,2,SkViUbosnD4,0.1286
MiniLM,chebyshev,Learn English with Aladdin movie dialogue,3,EQ9RFbIHrFw,0.1304
MiniLM,chebyshev,Learn English with Aladdin movie dialogue,4,YDTw1qL0wDw,0.1329
MiniLM,chebyshev,Learn English with Aladdin movie dialogue,5,OyNA4FA47do,0.1345
MiniLM,chebyshev,Learn English with Maleficent movie scene,1,wdh9y2TkIns,0.1164
MiniLM,chebyshev,Learn English with Maleficent movie scene,2,YR1n_jid024,0.118
MiniLM,chebyshev,Learn English with Maleficent movie scene,3,pKoH9GkEKxQ,0.1272
MiniLM,chebyshev,Learn English with Maleficent movie scene,4,ICVQ6wfZr3c,0.1301
MiniLM,chebyshev,Learn English with Maleficent movie scene,5,qSBNioIIQi4,0.1322
MiniLM,chebyshev,Learn English with Ice Age movie conversation,1,mNCS4_wqaPY,0.1283
MiniLM,chebyshev,Learn English with Ice Age movie conversation,2,lEuqXNfn90Y,0.1296
MiniLM,chebyshev,Learn English with Ice Age movie conversation,3,wqOlUOkiFbs,0.1325
MiniLM,chebyshev,Learn English with Ice Age movie conversation,4,UpQF2gdw5RY,0.1376
MiniLM,chebyshev,Learn English with Ice Age movie conversation,5,EccLlzUCF4w,0.1384
MiniLM,chebyshev,Learn English with Monsters Inc movie dialogue,1,_kafLt9bNyU,0.1212
MiniLM,chebyshev,Learn English with Monsters Inc movie dialogue,2,k9MTueetF38,0.1372
MiniLM,chebyshev,Learn English with Monsters Inc movie dialogue,3,vD5L1tciRvA,0.1406
MiniLM,chebyshev,Learn English with Monsters Inc movie dialogue,4,Sev_UnaqWmM,0.1417
MiniLM,chebyshev,Learn English with Monsters Inc movie dialogue,5,WU0W0S5ILHY,0.1422
MiniLM,chebyshev,Learn English with Shrek movie expressions,1,Sev_UnaqWmM,0.1154
MiniLM,chebyshev,Learn English with Shrek movie expressions,2,esG_czN6sOc,0.1211
MiniLM,chebyshev,Learn English with Shrek movie expressions,3,Bft__01hqsQ,0.1389
MiniLM,chebyshev,Learn English with Shrek movie expressions,4,fGNl7LPekwI,0.1434
MiniLM,chebyshev,Learn English with Shrek movie expressions,5,mNCS4_wqaPY,0.1436
MiniLM,chebyshev,Learn English with Disney movie conversations,1,SkViUbosnD4,0.1006
MiniLM,chebyshev,Learn English with Disney movie conversations,2,3xCQrnTYmzY,0.1073
MiniLM,chebyshev,Learn English with Disney movie conversations,3,67E6Dl6LaW4,0.1095
MiniLM,chebyshev,Learn English with Disney movie conversations,4,4Pu-xXFfkro,0.1114
MiniLM,chebyshev,Learn English with Disney movie conversations,5,EQ9RFbIHrFw,0.1201
MiniLM,chebyshev,Learn English with How I Met Your Mother dialogue,1,edvu5y-phhY,0.1323
MiniLM,chebyshev,Learn English with How I Met Your Mother dialogue,2,on4SqK6EKTo,0.1386
MiniLM,chebyshev,Learn English with How I Met Your Mother dialogue,3,wqOlUOkiFbs,0.1402
MiniLM,chebyshev,Learn English with How I Met Your Mother dialogue,4,fQwqes1cQ8E,0.1406
MiniLM,chebyshev,Learn English with How I Met Your Mother dialogue,5,g82BjCFBH-8,0.1432
MiniLM,chebyshev,Learn English with Friends TV series conversation,1,7Ck3q5GaF5M,0.1205
MiniLM,chebyshev,Learn English with Friends TV series conversation,2,OyNA4FA47do,0.1212
MiniLM,chebyshev,Learn English with Friends TV series conversation,3,wdh9y2TkIns,0.1222
MiniLM,chebyshev,Learn English with Friends TV series conversation,4,3W2gRl5UIDY,0.123
MiniLM,chebyshev,Learn English with Friends TV series conversation,5,KEWge76EHpA,0.1239
MiniLM,chebyshev,Learn English with rap songs pronunciation,1,soZc03vH_qQ,0.1155
MiniLM,chebyshev,Learn English with rap songs pronunciation,2,VAAOTyfO-Oo,0.1294
MiniLM,chebyshev,Learn English with rap songs pronunciation,3,u53Seni_i8U,0.1307
MiniLM,chebyshev,Learn English with rap songs pronunciation,4,fwrD70WeSzs,0.1308
MiniLM,chebyshev,Learn English with rap songs pronunciation,5,gj9SQk-rlkQ,0.1313
MiniLM,chebyshev,Learn English with Eminem lyrics pronunciation,1,HBVX1D1SerE,0.1347
MiniLM,chebyshev,Learn English with Eminem lyrics pronunciation,2,soZc03vH_qQ,0.1451
MiniLM,chebyshev,Learn English with Eminem lyrics pronunciation,3,MRD0pEWzT4c,0.1454
MiniLM,chebyshev,Learn English with Eminem lyrics pronunciation,4,rWZ48zPN6Po,0.1464
MiniLM,chebyshev,Learn English with Eminem lyrics pronunciation,5,XptIfkMNsRY,0.1484
MiniLM,chebyshev,Learn English with Queen song vocabulary,1,cpp22-kDtp0,0.127
MiniLM,chebyshev,Learn English with Queen song vocabulary,2,DiBxjkkGb5o,0.1278
MiniLM,chebyshev,Learn English with Queen song vocabulary,3,A_zhjxLLA08,0.1288
MiniLM,chebyshev,Learn English with Queen song vocabulary,4,E7mbFm3NAp0,0.1291
MiniLM,chebyshev,Learn English with Queen song vocabulary,5,Ql17ws1pmiQ,0.1342
MiniLM,chebyshev,Learn English with Ariana Grande song dialogue,1,ys0SYYPLVOg,0.1209
MiniLM,chebyshev,Learn English with Ariana Grande song dialogue,2,CYkM3zOmjUE,0.125
MiniLM,chebyshev,Learn English with Ariana Grande song dialogue,3,PsPB_mnGK8s,0.128
MiniLM,chebyshev,Learn English with Ariana Grande song dialogue,4,MKv55DyDk0Y,0.1284
MiniLM,chebyshev,Learn English with Ariana Grande song dialogue,5,xV-GT84xzE8,0.129
MiniLM,chebyshev,Learn English with Taylor Swift song expressions,1,bUpTiOgMJu4,0.1266
MiniLM,chebyshev,Learn English with Taylor Swift song expressions,2,lz_gewAzBm8,0.1346
MiniLM,chebyshev,Learn English with Taylor Swift song expressions,3,soZc03vH_qQ,0.136
MiniLM,chebyshev,Learn English with Taylor Swift song expressions,4,BrWkotDAvfg,0.1374
MiniLM,chebyshev,Learn English with Taylor Swift song expressions,5,u53Seni_i8U,0.1405
MiniLM,chebyshev,Learn English with Billie Eilish song pronunciation,1,2EhiOgkklY0,0.1214
MiniLM,chebyshev,Learn English with Billie Eilish song pronunciation,2,VAAOTyfO-Oo,0.138
MiniLM,chebyshev,Learn English with Billie Eilish song pronunciation,3,ys0SYYPLVOg,0.1406
MiniLM,chebyshev,Learn English with Billie Eilish song pronunciation,4,3lPiU3QDpxk,0.1432
MiniLM,chebyshev,Learn English with Billie Eilish song pronunciation,5,3W2gRl5UIDY,0.1454
MiniLM,chebyshev,Learn English with Michael Jackson song lyrics,1,MRD0pEWzT4c,0.1442
MiniLM,chebyshev,Learn English with Michael Jackson song lyrics,2,g82BjCFBH-8,0.1461
MiniLM,chebyshev,Learn English with Michael Jackson song lyrics,3,SkViUbosnD4,0.1467
MiniLM,chebyshev,Learn English with Michael Jackson song lyrics,4,PzDpWDp-EqY,0.1495
MiniLM,chebyshev,Learn English with Michael Jackson song lyrics,5,xV-GT84xzE8,0.1501
MiniLM,chebyshev,Learn English with Jonas Brothers song dialogue,1,fwrD70WeSzs,0.1395
MiniLM,chebyshev,Learn English with Jonas Brothers song dialogue,2,Bkp2tArah3o,0.1426
MiniLM,chebyshev,Learn English with Jonas Brothers song dialogue,3,19iestleXXc,0.1454
MiniLM,chebyshev,Learn English with Jonas Brothers song dialogue,4,lEuqXNfn90Y,0.1477
MiniLM,chebyshev,Learn English with Jonas Brothers song dialogue,5,PzDpWDp-EqY,0.1485
MiniLM,chebyshev,Learn English with Lady Gaga song vocabulary,1,A_zhjxLLA08,0.1173
MiniLM,chebyshev,Learn English with Lady Gaga song vocabulary,2,2MlWEVKMD_M,0.1187
MiniLM,chebyshev,Learn English with Lady Gaga song vocabulary,3,YZZpyxcspyE,0.124
MiniLM,chebyshev,Learn English with Lady Gaga song vocabulary,4,3lPiU3QDpxk,0.1288
MiniLM,chebyshev,Learn English with Lady Gaga song vocabulary,5,rWZ48zPN6Po,0.1315
MiniLM,chebyshev,Learn English with Bob Marley song expressions,1,Ejb9b0veUPA,0.1468
MiniLM,chebyshev,Learn English with Bob Marley song expressions,2,6Oy5_C2Pfiw,0.1483
MiniLM,chebyshev,Learn English with Bob Marley song expressions,3,sNyls5jrgvw,0.1484
MiniLM,chebyshev,Learn English with Bob Marley song expressions,4,KEWge76EHpA,0.152
MiniLM,chebyshev,Learn English with Bob Marley song expressions,5,Sev_UnaqWmM,0.154
MiniLM,chebyshev,Understand fast English without subtitles,1,s3p2EoAzhtE,0.1233
MiniLM,chebyshev,Understand fast English without subtitles,2,xV-GT84xzE8,0.1238
MiniLM,chebyshev,Understand fast English without subtitles,3,lhugwz26kUc,0.1261
MiniLM,chebyshev,Understand fast English without subtitles,4,fEJ_zsL-17k,0.127
MiniLM,chebyshev,Understand fast English without subtitles,5,ufCndfbsfpw,0.1287
MiniLM,chebyshev,How to understand movies without subtitles,1,s3p2EoAzhtE,0.113
MiniLM,chebyshev,How to understand movies without subtitles,2,lhugwz26kUc,0.1317
MiniLM,chebyshev,How to understand movies without subtitles,3,mNCS4_wqaPY,0.1323
MiniLM,chebyshev,How to understand movies without subtitles,4,tCrpvHJ52T0,0.1325
MiniLM,chebyshev,How to understand movies without subtitles,5,ys0SYYPLVOg,0.1341
MiniLM,chebyshev,How to learn English with Netflix shows,1,xsUEm_faz_w,0.1068
MiniLM,chebyshev,How to learn English with Netflix shows,2,uW-I9SFuU1A,0.1187
MiniLM,chebyshev,How to learn English with Netflix shows,3,wdh9y2TkIns,0.1188
MiniLM,chebyshev,How to learn English with Netflix shows,4,RQuL3lsuarQ,0.121
MiniLM,chebyshev,How to learn English with Netflix shows,5,4rX4sH8PMFc,0.1226
MiniLM,chebyshev,How to improve English listening with TV series,1,VZJaXyjs9RI,0.1005
MiniLM,chebyshev,How to improve English listening with TV series,2,lhugwz26kUc,0.1223
MiniLM,chebyshev,How to improve English listening with TV series,3,FZoeUNG_x4I,0.1276
MiniLM,chebyshev,How to improve English listening with TV series,4,T-FXi4Buqps,0.1278
MiniLM,chebyshev,How to improve English listening with TV series,5,-hWE1DbQ43s,0.1281
MiniLM,chebyshev,How to learn English with movie scenes,1,Xmgohhgb3pA,0.1049
MiniLM,chebyshev,How to learn English with movie scenes,2,RQuL3lsuarQ,0.1125
MiniLM,chebyshev,How to learn English with movie scenes,3,tdn81jlykww,0.1125
MiniLM,chebyshev,How to learn English with movie scenes,4,QaP6nhNyHb0,0.1131
MiniLM,chebyshev,How to learn English with movie scenes,5,fRseMUZ2NOM,0.1135
MiniLM,chebyshev,How to understand fast native English speech,1,xV-GT84xzE8,0.1192
MiniLM,chebyshev,How to understand fast native English speech,2,F23Bm4FrwJI,0.1197
MiniLM,chebyshev,How to understand fast native English speech,3,MtTDYMhU-qA,0.126
MiniLM,chebyshev,How to understand fast native English speech,4,r97i8J7U6XI,0.1269
MiniLM,chebyshev,How to understand fast native English speech,5,Q5wMunSQHK4,0.132
MiniLM,chebyshev,How to learn English with TV show dialogue,1,OyNA4FA47do,0.1158
MiniLM,chebyshev,How to learn English with TV show dialogue,2,FZoeUNG_x4I,0.1159
MiniLM,chebyshev,How to learn English with TV show dialogue,3,mxG8Ls1SQz8,0.1233
MiniLM,chebyshev,How to learn English with TV show dialogue,4,RQuL3lsuarQ,0.1238
MiniLM,chebyshev,How to learn English with TV show dialogue,5,T-FXi4Buqps,0.1245
MiniLM,chebyshev,How to practice English listening with movies,1,dcCn9a8TC_I,0.1145
MiniLM,chebyshev,How to practice English listening with movies,2,SkViUbosnD4,0.1146
MiniLM,chebyshev,How to practice English listening with movies,3,wdh9y2TkIns,0.1152
MiniLM,chebyshev,How to practice English listening with movies,4,F23Bm4FrwJI,0.1253
MiniLM,chebyshev,How to practice English listening with movies,5,3GCmsMI5iAY,0.1254
MiniLM,chebyshev,How to learn real English expressions from movies,1,Q5wMunSQHK4,0.1197
MiniLM,chebyshev,How to learn real English expressions from movies,2,IjEax-B7lrg,0.1242
MiniLM,chebyshev,How to learn real English expressions from movies,3,pKoH9GkEKxQ,0.1256
MiniLM,chebyshev,How to learn real English expressions from movies,4,RjNka8csfYU,0.1265
MiniLM,chebyshev,How to learn real English expressions from movies,5,V1mhdFpsYFA,0.1284
MiniLM,chebyshev,How to understand jokes in English TV shows,1,T-FXi4Buqps,0.1268
MiniLM,chebyshev,How to understand jokes in English TV shows,2,RQuL3lsuarQ,0.1283
MiniLM,chebyshev,How to understand jokes in English TV shows,3,K7n_D9FbD2k,0.1316
MiniLM,chebyshev,How to understand jokes in English TV shows,4,jslJbssyfUQ,0.1357
MiniLM,chebyshev,How to understand jokes in English TV shows,5,xV-GT84xzE8,0.136
MiniLM,chebyshev,Real English expressions used by native speakers,1,a79pawTkIx8,0.1455
MiniLM,chebyshev,Real English expressions used by native speakers,2,IJoJKkqJgac,0.1463
MiniLM,chebyshev,Real English expressions used by native speakers,3,on4SqK6EKTo,0.147
MiniLM,chebyshev,Real English expressions used by native speakers,4,pz3xKZiVYXs,0.1488
MiniLM,chebyshev,Real English expressions used by native speakers,5,FZY1phel0UI,0.1491
MiniLM,chebyshev,Common phrases used in American TV series,1,a79pawTkIx8,0.1425
MiniLM,chebyshev,Common phrases used in American TV series,2,r1WUFIK-96M,0.1512
MiniLM,chebyshev,Common phrases used in American TV series,3,NDhPifXoBYI,0.1516
MiniLM,chebyshev,Common phrases used in American TV series,4,DB3-s5oJFo8,0.1538
MiniLM,chebyshev,Common phrases used in American TV series,5,dIbLuZo5QzM,0.158
MiniLM,chebyshev,English slang used in movie dialogues,1,RY66aJXDg50,0.1516
MiniLM,chebyshev,English slang used in movie dialogues,2,fpbdQBcuJ_E,0.1584
MiniLM,chebyshev,English slang used in movie dialogues,3,ICVQ6wfZr3c,0.1613
MiniLM,chebyshev,English slang used in movie dialogues,4,oGjowST6d20,0.1634
MiniLM,chebyshev,English slang used in movie dialogues,5,-0g8d2A-nYA,0.1637
MiniLM,chebyshev,Daily English expressions used by natives,1,Sev_UnaqWmM,0.15
MiniLM,chebyshev,Daily English expressions used by natives,2,oJDLlWL79I8,0.1594
MiniLM,chebyshev,Daily English expressions used by natives,3,atySD7QuIqI,0.1625
MiniLM,chebyshev,Daily English expressions used by natives,4,fO4hWM0qi9A,0.1634
MiniLM,chebyshev,Daily English expressions used by natives,5,Ni4-She1uIQ,0.1635
MiniLM,chebyshev,Natural English pronunciation in movies,1,wdh9y2TkIns,0.1285
