Model,Metric,Query,Rank,Video,Score
MiniLM,euclidean,What is a Pandas DataFrame,1,OUnnuKHbmbU,1.0515977630984168
MiniLM,euclidean,What is a Pandas DataFrame,2,c9vhHUGdav0,1.1821558333506827
MiniLM,euclidean,What is a Pandas DataFrame,3,fPopFeqw5sk,1.2042835057436225
MiniLM,euclidean,What is a Pandas DataFrame,4,6WaBryk4fkE,1.2115121846612762
MiniLM,euclidean,What is a Pandas DataFrame,5,81i_uSX9Vic,1.2295934918018778
MiniLM,euclidean,What is NumPy slicing,1,6WaBryk4fkE,0.8838289635967497
MiniLM,euclidean,What is NumPy slicing,2,81i_uSX9Vic,0.9854800758032481
MiniLM,euclidean,What is NumPy slicing,3,fPopFeqw5sk,1.0080031859481282
MiniLM,euclidean,What is NumPy slicing,4,wGlnsJFnGAI,1.0512195234548773
MiniLM,euclidean,What is NumPy slicing,5,ZBlxaXMN_hU,1.1274113581786964
MiniLM,euclidean,How to convert decimal to hexadecimal,1,aMME_rYkoOU,0.850032769822513
MiniLM,euclidean,How to convert decimal to hexadecimal,2,mjiHc965UME,0.8644157071728229
MiniLM,euclidean,How to convert decimal to hexadecimal,3,HOMu48bTzz8,1.0988697992063043
MiniLM,euclidean,How to convert decimal to hexadecimal,4,J6qXny_UAK4,1.1308895891888855
MiniLM,euclidean,How to convert decimal to hexadecimal,5,fy5QsDJmctQ,1.141156361667179
MiniLM,euclidean,What is the binary number system,1,tg5Wv9Ba1lI,0.8580072316201968
MiniLM,euclidean,What is the binary number system,2,J6qXny_UAK4,0.8975305127877679
MiniLM,euclidean,What is the binary number system,3,Gt2yBZAhsGM,1.0636608121725797
MiniLM,euclidean,What is the binary number system,4,aMME_rYkoOU,1.1081837180132603
MiniLM,euclidean,What is the binary number system,5,9E3I1URu6fc,1.1377232846567487
MiniLM,euclidean,What are arrays in C programming,1,6Hk2aE_SRzY,0.6961710016353032
MiniLM,euclidean,What are arrays in C programming,2,y4siEcxgOpM,0.8417871199539264
MiniLM,euclidean,What are arrays in C programming,3,Vh4krbTnTAA,0.8842887023104563
MiniLM,euclidean,What are arrays in C programming,4,shLeCvDQYp4,0.9289300636209232
MiniLM,euclidean,What are arrays in C programming,5,qLVrwCvVPGo,0.9323508755441516
MiniLM,euclidean,What is dynamic memory allocation in C,1,fc19HhHKtrA,0.889845037090144
MiniLM,euclidean,What is dynamic memory allocation in C,2,rUXjvybSPWc,0.9076297856394967
MiniLM,euclidean,What is dynamic memory allocation in C,3,aIQk1O08zpg,0.9745993981251414
MiniLM,euclidean,What is dynamic memory allocation in C,4,DplxIq0mc_Y,1.0199564117906017
MiniLM,euclidean,What is dynamic memory allocation in C,5,qLVrwCvVPGo,1.0843833417336213
MiniLM,euclidean,How to read files in C,1,eIlcl-mt3tg,0.7197244276654801
MiniLM,euclidean,How to read files in C,2,Hzg3kCHJcxI,0.9007209930507903
MiniLM,euclidean,How to read files in C,3,6Hk2aE_SRzY,1.055839523135571
MiniLM,euclidean,How to read files in C,4,DplxIq0mc_Y,1.0884871825161448
MiniLM,euclidean,How to read files in C,5,rUXjvybSPWc,1.100022165883945
MiniLM,euclidean,What are for loops in C,1,zdAggA1q0eo,0.7729003897006659
MiniLM,euclidean,What are for loops in C,2,b4DPj0XAfSg,0.905061997179815
MiniLM,euclidean,What are for loops in C,3,6Hk2aE_SRzY,0.910572119583103
MiniLM,euclidean,What are for loops in C,4,shLeCvDQYp4,0.9304950674824423
MiniLM,euclidean,What are for loops in C,5,Rn16ugyorX0,0.9466870464849678
MiniLM,euclidean,What are function prototypes in C,1,NEj2H7SoTzQ,0.8691402739699411
MiniLM,euclidean,What are function prototypes in C,2,Z5smVeUVNFU,0.9477662306885292
MiniLM,euclidean,What are function prototypes in C,3,6Hk2aE_SRzY,1.0904389388782119
MiniLM,euclidean,What are function prototypes in C,4,vg7Hwd9TANY,1.1045217944307508
MiniLM,euclidean,What are function prototypes in C,5,rUXjvybSPWc,1.111610904816434
MiniLM,euclidean,What is a switch statement in C,1,NtlSzRWhaOc,0.8468411521134762
MiniLM,euclidean,What is a switch statement in C,2,Bx9b12FCF5o,1.027902016053279
MiniLM,euclidean,What is a switch statement in C,3,N1twTeNMdOE,1.0495704530962802
MiniLM,euclidean,What is a switch statement in C,4,z2fcWdoph4U,1.0739396296505463
MiniLM,euclidean,What is a switch statement in C,5,Z5smVeUVNFU,1.0953224456422073
MiniLM,euclidean,What is Java multithreading,1,taI7G6U29L8,0.8595244668581806
MiniLM,euclidean,What is Java multithreading,2,QEF62Fm81h4,1.0157815451310235
MiniLM,euclidean,What is Java multithreading,3,YOhrIov7PZA,1.0597796833260038
MiniLM,euclidean,What is Java multithreading,4,nhnAx79gxCM,1.0770204237298173
MiniLM,euclidean,What is Java multithreading,5,OjrR_C_UPjc,1.084230875175637
MiniLM,euclidean,What are Java anonymous classes,1,P_iOnmdww8E,0.7834517887175378
MiniLM,euclidean,What are Java anonymous classes,2,DYbi93vuSaU,1.0301234524420375
MiniLM,euclidean,What are Java anonymous classes,3,OjrR_C_UPjc,1.0843187875013127
MiniLM,euclidean,What are Java anonymous classes,4,Kmgo00avvEw,1.0927277607001595
MiniLM,euclidean,What are Java anonymous classes,5,taI7G6U29L8,1.0949852281556611
MiniLM,euclidean,How to write files in Java,1,Pg0aoSbrqOE,0.6746645113795214
MiniLM,euclidean,How to write files in Java,2,A6sA9KItwpY,1.0155952157606747
MiniLM,euclidean,How to write files in Java,3,bI6e6qjJ8JQ,1.0669083109125277
MiniLM,euclidean,How to write files in Java,4,Hzg3kCHJcxI,1.0871315397388392
MiniLM,euclidean,How to write files in Java,5,v5p_SUfi710,1.0888562816485314
MiniLM,euclidean,What is Java ArrayList,1,wsTSREgCE5E,0.817830848863447
MiniLM,euclidean,What is Java ArrayList,2,30MKAcoffIo,0.9200452931055957
MiniLM,euclidean,What is Java ArrayList,3,Qf3Nczxm2AY,1.015863168047426
MiniLM,euclidean,What is Java ArrayList,4,nhIB2S6NiFA,1.024398024424185
MiniLM,euclidean,What is Java ArrayList,5,9dr2mHYYoug,1.030575454692823
MiniLM,euclidean,What are Java getters and setters,1,OjrR_C_UPjc,0.7540881713160162
MiniLM,euclidean,What are Java getters and setters,2,8FmE_-QXg3Y,1.0281330732422111
MiniLM,euclidean,What are Java getters and setters,3,GvbdMwfjB98,1.0525192633009626
MiniLM,euclidean,What are Java getters and setters,4,EAxV_eoYrIg,1.0737658469863995
MiniLM,euclidean,What are Java getters and setters,5,P_iOnmdww8E,1.0761362095766593
MiniLM,euclidean,What is method overriding in Java,1,hx_DRanBRRM,0.9137960304667214
MiniLM,euclidean,What is method overriding in Java,2,nhnAx79gxCM,0.9522683045158894
MiniLM,euclidean,What is method overriding in Java,3,v5p_SUfi710,0.9868001074467939
MiniLM,euclidean,What is method overriding in Java,4,P_iOnmdww8E,1.0654717450568216
MiniLM,euclidean,What is method overriding in Java,5,LN45TyPWAAg,1.075158038174954
MiniLM,euclidean,What are constructors in Java,1,ZD7CB6wKg8A,0.8591054650517619
MiniLM,euclidean,What are constructors in Java,2,LN45TyPWAAg,0.9064051694763134
MiniLM,euclidean,What are constructors in Java,3,DYbi93vuSaU,0.9650287882586492
MiniLM,euclidean,What are constructors in Java,4,nRJWltqX4UY,1.0155818600686919
MiniLM,euclidean,What are constructors in Java,5,OjrR_C_UPjc,1.0169178185353944
MiniLM,euclidean,What is object oriented programming in Java,1,DYbi93vuSaU,0.8507806407441574
MiniLM,euclidean,What is object oriented programming in Java,2,P_iOnmdww8E,1.031003429062774
MiniLM,euclidean,What is object oriented programming in Java,3,q2SGW2VgwAM,1.0445474528047312
MiniLM,euclidean,What is object oriented programming in Java,4,Kmgo00avvEw,1.059575620992376
MiniLM,euclidean,What is object oriented programming in Java,5,v5p_SUfi710,1.07148255331124
MiniLM,euclidean,What are 2D arrays in Java,1,Qf3Nczxm2AY,0.7222396711580908
MiniLM,euclidean,What are 2D arrays in Java,2,Vh4krbTnTAA,0.8984638732491166
MiniLM,euclidean,What are 2D arrays in Java,3,wsTSREgCE5E,0.9152711130497982
MiniLM,euclidean,What are 2D arrays in Java,4,nhIB2S6NiFA,0.9423882599557726
MiniLM,euclidean,What are 2D arrays in Java,5,9dr2mHYYoug,1.0068077776563804
MiniLM,euclidean,What is Python programming,1,XKHEtdqhLK8,0.8531985067201884
MiniLM,euclidean,What is Python programming,2,8KCuHHeC_M0,0.880395495353063
MiniLM,euclidean,What is Python programming,3,vg7Hwd9TANY,0.9771645863290858
MiniLM,euclidean,What is Python programming,4,8A0E1dSyjFM,0.9940421506509712
MiniLM,euclidean,What is Python programming,5,q2SGW2VgwAM,1.0393792947655385
MiniLM,euclidean,What are Python projects for beginners,1,XKHEtdqhLK8,0.8554734164788963
MiniLM,euclidean,What are Python projects for beginners,2,8KCuHHeC_M0,0.8759368585439361
MiniLM,euclidean,What are Python projects for beginners,3,q2SGW2VgwAM,1.0510049699188508
MiniLM,euclidean,What are Python projects for beginners,4,Uvqmv3PGiXM,1.0601582701117334
MiniLM,euclidean,What are Python projects for beginners,5,1XE-_s4ZBT8,1.0661550537585867
MiniLM,euclidean,How to build a weather app in Python,1,Q4377DH5Jso,0.7880920778653677
MiniLM,euclidean,How to build a weather app in Python,2,VaDUGPMjzOM,0.9682521024339741
MiniLM,euclidean,How to build a weather app in Python,3,8KCuHHeC_M0,1.068721125988743
MiniLM,euclidean,How to build a weather app in Python,4,XKHEtdqhLK8,1.0718057852833953
MiniLM,euclidean,How to build a weather app in Python,5,Uvqmv3PGiXM,1.104194380472876
MiniLM,euclidean,What is React JS,1,CgkZ7MvWUAA,0.7345005742686511
MiniLM,euclidean,What is React JS,2,9wiWzu_tRB0,0.9860910860474792
MiniLM,euclidean,What is React JS,3,AiQ-V_0qvRI,1.031875358556899
MiniLM,euclidean,What is React JS,4,FpNfvbNYPsg,1.047764026275543
MiniLM,euclidean,What is React JS,5,Y62mbztjmus,1.0872977326430318
MiniLM,euclidean,What is async await in JavaScript,1,9j1dZwFEJ-c,0.8023504503678385
MiniLM,euclidean,What is async await in JavaScript,2,Coyy79wRz_s,0.8996488254175505
MiniLM,euclidean,What is async await in JavaScript,3,NOzi4wBHn0o,0.9592504797199185
MiniLM,euclidean,What is async await in JavaScript,4,TDUz9QcGPoE,1.195572379054389
MiniLM,euclidean,What is async await in JavaScript,5,NO5kUNxGIu0,1.2099573705973459
MiniLM,cityblock,What are NumPy data types,1,fPopFeqw5sk,11.454707698558892
MiniLM,cityblock,What are NumPy data types,2,81i_uSX9Vic,15.205143938137383
MiniLM,cityblock,What are NumPy data types,3,6WaBryk4fkE,15.363676311601733
MiniLM,cityblock,What are NumPy data types,4,Vh4krbTnTAA,18.397109400230715
MiniLM,cityblock,What are NumPy data types,5,w6hL_dszMxk,18.658727772977826
MiniLM,cityblock,What are important NumPy functions,1,fPopFeqw5sk,13.526402438441206
MiniLM,cityblock,What are important NumPy functions,2,81i_uSX9Vic,13.826338165727787
MiniLM,cityblock,What are important NumPy functions,3,6WaBryk4fkE,15.888875470671131
MiniLM,cityblock,What are important NumPy functions,4,IljPHDyBRog,17.05215878715047
MiniLM,cityblock,What are important NumPy functions,5,4wGuB3oAKc4,17.26295339432777
MiniLM,cityblock,What are Python iterators,1,k0D3MQwLn7A,14.02080304843794
MiniLM,cityblock,What are Python iterators,2,ZBlxaXMN_hU,16.09833603643403
MiniLM,cityblock,What are Python iterators,3,KWgYha0clzw,16.11886768726795
MiniLM,cityblock,What are Python iterators,4,t35B5HjPm9Q,17.00481856871581
MiniLM,cityblock,What are Python iterators,5,gOMW_n2-2Mw,17.111865433282517
MiniLM,cityblock,What are Python generators,1,ZBlxaXMN_hU,13.464873044917134
MiniLM,cityblock,What are Python generators,2,piJc18hcH0Y,15.458897408502004
MiniLM,cityblock,What are Python generators,3,XKHEtdqhLK8,16.18271314824753
MiniLM,cityblock,What are Python generators,4,8KCuHHeC_M0,16.628679341283092
MiniLM,cityblock,What are Python generators,5,x-Ag2_bJ40Y,16.980816475520736
MiniLM,cityblock,What is Matplotlib in Python,1,hunq_UOdmoo,14.12733734318727
MiniLM,cityblock,What is Matplotlib in Python,2,c9vhHUGdav0,14.15336334337063
MiniLM,cityblock,What is Matplotlib in Python,3,fPopFeqw5sk,17.67441810971856
MiniLM,cityblock,What is Matplotlib in Python,4,6WaBryk4fkE,18.008993521433048
MiniLM,cityblock,What is Matplotlib in Python,5,8A0E1dSyjFM,18.042782049262883
MiniLM,cityblock,How to customize Matplotlib plots,1,hunq_UOdmoo,13.030479637943374
MiniLM,cityblock,How to customize Matplotlib plots,2,c9vhHUGdav0,14.09904614155971
MiniLM,cityblock,How to customize Matplotlib plots,3,fPopFeqw5sk,18.9487411375002
MiniLM,cityblock,How to customize Matplotlib plots,4,l7IMBy4_nhA,18.96419258664219
MiniLM,cityblock,How to customize Matplotlib plots,5,LI8KQ3pjQug,19.0284929328759
MiniLM,cityblock,What is a Pandas DataFrame,1,OUnnuKHbmbU,16.40575266234646
MiniLM,cityblock,What is a Pandas DataFrame,2,c9vhHUGdav0,18.20883834399624
MiniLM,cityblock,What is a Pandas DataFrame,3,fPopFeqw5sk,18.34450343996378
MiniLM,cityblock,What is a Pandas DataFrame,4,6WaBryk4fkE,18.968165401395737
MiniLM,cityblock,What is a Pandas DataFrame,5,5OdVJbNCSso,19.137052343003617
MiniLM,cityblock,What is NumPy slicing,1,6WaBryk4fkE,13.860345874128257
MiniLM,cityblock,What is NumPy slicing,2,fPopFeqw5sk,15.291277531073408
MiniLM,cityblock,What is NumPy slicing,3,81i_uSX9Vic,15.338286414289673
MiniLM,cityblock,What is NumPy slicing,4,wGlnsJFnGAI,16.317603773482965
MiniLM,cityblock,What is NumPy slicing,5,ZBlxaXMN_hU,17.65303546435594
MiniLM,cityblock,How to convert decimal to hexadecimal,1,aMME_rYkoOU,13.185638307662906
MiniLM,cityblock,How to convert decimal to hexadecimal,2,mjiHc965UME,13.374944180784649
MiniLM,cityblock,How to convert decimal to hexadecimal,3,HOMu48bTzz8,17.31299255075664
MiniLM,cityblock,How to convert decimal to hexadecimal,4,J6qXny_UAK4,17.498424582699297
MiniLM,cityblock,How to convert decimal to hexadecimal,5,tg5Wv9Ba1lI,17.75531676862208
MiniLM,cityblock,What is the binary number system,1,tg5Wv9Ba1lI,13.503750538932437
MiniLM,cityblock,What is the binary number system,2,J6qXny_UAK4,14.076782733212664
MiniLM,cityblock,What is the binary number system,3,Gt2yBZAhsGM,16.38720151975283
MiniLM,cityblock,What is the binary number system,4,aMME_rYkoOU,17.200191065247502
MiniLM,cityblock,What is the binary number system,5,mjiHc965UME,17.794615755090614
MiniLM,cityblock,What are arrays in C programming,1,6Hk2aE_SRzY,10.917867563773457
MiniLM,cityblock,What are arrays in C programming,2,y4siEcxgOpM,12.89996905902136
MiniLM,cityblock,What are arrays in C programming,3,Vh4krbTnTAA,13.706946626897027
MiniLM,cityblock,What are arrays in C programming,4,shLeCvDQYp4,14.392503337704765
MiniLM,cityblock,What are arrays in C programming,5,qLVrwCvVPGo,14.553596376026972
MiniLM,cityblock,What is dynamic memory allocation in C,1,fc19HhHKtrA,13.826067198536403
MiniLM,cityblock,What is dynamic memory allocation in C,2,rUXjvybSPWc,14.336543896862409
MiniLM,cityblock,What is dynamic memory allocation in C,3,aIQk1O08zpg,15.584756645784442
MiniLM,cityblock,What is dynamic memory allocation in C,4,DplxIq0mc_Y,15.921140456448978
MiniLM,cityblock,What is dynamic memory allocation in C,5,6Hk2aE_SRzY,16.840043471478523
MiniLM,cityblock,How to read files in C,1,eIlcl-mt3tg,11.047638995691955
MiniLM,cityblock,How to read files in C,2,Hzg3kCHJcxI,14.069472330420506
MiniLM,cityblock,How to read files in C,3,6Hk2aE_SRzY,16.462650377316816
MiniLM,cityblock,How to read files in C,4,87SH2Cn0s9A,17.328263388643492
MiniLM,cityblock,How to read files in C,5,rUXjvybSPWc,17.376973550548524
MiniLM,cityblock,What are for loops in C,1,zdAggA1q0eo,11.612418935128272
MiniLM,cityblock,What are for loops in C,2,b4DPj0XAfSg,13.863638854738443
MiniLM,cityblock,What are for loops in C,3,6Hk2aE_SRzY,13.90738159630741
MiniLM,cityblock,What are for loops in C,4,shLeCvDQYp4,14.416950595199413
MiniLM,cityblock,What are for loops in C,5,Rn16ugyorX0,14.508800204973689
MiniLM,cityblock,What are function prototypes in C,1,NEj2H7SoTzQ,13.23916917318774
MiniLM,cityblock,What are function prototypes in C,2,Z5smVeUVNFU,14.426066331600634
MiniLM,cityblock,What are function prototypes in C,3,6Hk2aE_SRzY,16.63405913413475
MiniLM,cityblock,What are function prototypes in C,4,rUXjvybSPWc,16.94256440309987
MiniLM,cityblock,What are function prototypes in C,5,vg7Hwd9TANY,17.251113802688945
MiniLM,cityblock,What is a switch statement in C,1,NtlSzRWhaOc,13.070908111254877
MiniLM,cityblock,What is a switch statement in C,2,Bx9b12FCF5o,16.108303959977604
MiniLM,cityblock,What is a switch statement in C,3,N1twTeNMdOE,16.268232833001825
MiniLM,cityblock,What is a switch statement in C,4,z2fcWdoph4U,16.785657886064584
MiniLM,cityblock,What is a switch statement in C,5,aIQk1O08zpg,16.890943030538946
MiniLM,cityblock,What is Java multithreading,1,taI7G6U29L8,13.559349332685407
MiniLM,cityblock,What is Java multithreading,2,QEF62Fm81h4,15.751461707925248
MiniLM,cityblock,What is Java multithreading,3,YOhrIov7PZA,16.559870600863704
MiniLM,cityblock,What is Java multithreading,4,nhnAx79gxCM,16.692744395764716
MiniLM,cityblock,What is Java multithreading,5,Kmgo00avvEw,16.99279069504126
MiniLM,cityblock,What are Java anonymous classes,1,P_iOnmdww8E,12.32718657833957
MiniLM,cityblock,What are Java anonymous classes,2,DYbi93vuSaU,15.86572127399309
MiniLM,cityblock,What are Java anonymous classes,3,OjrR_C_UPjc,16.566751502215126
MiniLM,cityblock,What are Java anonymous classes,4,ZD7CB6wKg8A,16.80575100923798
MiniLM,cityblock,What are Java anonymous classes,5,nhnAx79gxCM,17.04439543262641
MiniLM,cityblock,How to write files in Java,1,Pg0aoSbrqOE,10.532620978889689
MiniLM,cityblock,How to write files in Java,2,A6sA9KItwpY,15.692419387529782
MiniLM,cityblock,How to write files in Java,3,bI6e6qjJ8JQ,16.460637030374013
MiniLM,cityblock,How to write files in Java,4,Hzg3kCHJcxI,16.498632412896292
MiniLM,cityblock,How to write files in Java,5,Kmgo00avvEw,16.568909080331494
MiniLM,cityblock,What is Java ArrayList,1,wsTSREgCE5E,12.621612610121097
MiniLM,cityblock,What is Java ArrayList,2,30MKAcoffIo,14.087240980507683
MiniLM,cityblock,What is Java ArrayList,3,nhIB2S6NiFA,15.767857421609872
MiniLM,cityblock,What is Java ArrayList,4,Qf3Nczxm2AY,15.771475211891666
MiniLM,cityblock,What is Java ArrayList,5,9dr2mHYYoug,15.991822245865162
MiniLM,cityblock,What are Java getters and setters,1,OjrR_C_UPjc,11.451417338897425
MiniLM,cityblock,What are Java getters and setters,2,8FmE_-QXg3Y,15.797028795900445
MiniLM,cityblock,What are Java getters and setters,3,EAxV_eoYrIg,16.145102938501473
MiniLM,cityblock,What are Java getters and setters,4,GvbdMwfjB98,16.250283208382665
MiniLM,cityblock,What are Java getters and setters,5,oKZnHNM9Ew4,16.619920920478503
MiniLM,cityblock,What is method overriding in Java,1,hx_DRanBRRM,14.199191816341607
MiniLM,cityblock,What is method overriding in Java,2,nhnAx79gxCM,14.786535427831627
MiniLM,cityblock,What is method overriding in Java,3,v5p_SUfi710,15.463335878823031
MiniLM,cityblock,What is method overriding in Java,4,P_iOnmdww8E,16.545164341258317
MiniLM,cityblock,What is method overriding in Java,5,taI7G6U29L8,16.77475131531449
MiniLM,cityblock,What are constructors in Java,1,ZD7CB6wKg8A,13.091057756245629
MiniLM,cityblock,What are constructors in Java,2,LN45TyPWAAg,13.879324124704102
MiniLM,cityblock,What are constructors in Java,3,DYbi93vuSaU,14.97120238549024
MiniLM,cityblock,What are constructors in Java,4,OjrR_C_UPjc,15.434816440810117
MiniLM,cityblock,What are constructors in Java,5,nRJWltqX4UY,15.774105574858691
MiniLM,cityblock,What is object oriented programming in Java,1,DYbi93vuSaU,13.09026438504516
MiniLM,cityblock,What is object oriented programming in Java,2,P_iOnmdww8E,16.138091745105474
MiniLM,cityblock,What is object oriented programming in Java,3,Kmgo00avvEw,16.51332887085484
MiniLM,cityblock,What is object oriented programming in Java,4,q2SGW2VgwAM,16.52455198438927
MiniLM,cityblock,What is object oriented programming in Java,5,hx_DRanBRRM,16.57755340376607
MiniLM,cityblock,What are 2D arrays in Java,1,Qf3Nczxm2AY,11.044442873597996
MiniLM,cityblock,What are 2D arrays in Java,2,wsTSREgCE5E,14.070656619999928
MiniLM,cityblock,What are 2D arrays in Java,3,Vh4krbTnTAA,14.438989319462307
MiniLM,cityblock,What are 2D arrays in Java,4,nhIB2S6NiFA,14.44070932366875
MiniLM,cityblock,What are 2D arrays in Java,5,9dr2mHYYoug,15.615278880508948
MiniLM,cityblock,What is Python programming,1,XKHEtdqhLK8,12.76804505614319
MiniLM,cityblock,What is Python programming,2,8KCuHHeC_M0,13.376875460936304
MiniLM,cityblock,What is Python programming,3,vg7Hwd9TANY,15.245808282637118
MiniLM,cityblock,What is Python programming,4,8A0E1dSyjFM,15.366162110796374
MiniLM,cityblock,What is Python programming,5,KWgYha0clzw,16.412125956044243
MiniLM,cityblock,What are Python projects for beginners,1,XKHEtdqhLK8,13.08258288387306
MiniLM,cityblock,What are Python projects for beginners,2,8KCuHHeC_M0,13.365872939422209
MiniLM,cityblock,What are Python projects for beginners,3,q2SGW2VgwAM,16.322791333313667
MiniLM,cityblock,What are Python projects for beginners,4,Q4377DH5Jso,16.645821072932343
MiniLM,cityblock,What are Python projects for beginners,5,Uvqmv3PGiXM,16.76884164548015
MiniLM,cityblock,How to build a weather app in Python,1,Q4377DH5Jso,12.316407774880883
MiniLM,cityblock,How to build a weather app in Python,2,VaDUGPMjzOM,15.110665482599885
MiniLM,cityblock,How to build a weather app in Python,3,8KCuHHeC_M0,16.959990230679686
MiniLM,cityblock,How to build a weather app in Python,4,XKHEtdqhLK8,17.035508927039775
MiniLM,cityblock,How to build a weather app in Python,5,Uvqmv3PGiXM,17.29199939065096
MiniLM,cityblock,What is React JS,1,CgkZ7MvWUAA,11.224414801230228
MiniLM,cityblock,What is React JS,2,9wiWzu_tRB0,15.51479821291004
MiniLM,cityblock,What is React JS,3,AiQ-V_0qvRI,15.514808161330631
MiniLM,cityblock,What is React JS,4,FpNfvbNYPsg,16.36606534220054
MiniLM,cityblock,What is React JS,5,Y62mbztjmus,16.844933677735867
MiniLM,cityblock,What is async await in JavaScript,1,9j1dZwFEJ-c,12.394819563816888
MiniLM,cityblock,What is async await in JavaScript,2,Coyy79wRz_s,13.731488139279815
MiniLM,cityblock,What is async await in JavaScript,3,NOzi4wBHn0o,14.758831892225441
MiniLM,cityblock,What is async await in JavaScript,4,TDUz9QcGPoE,18.45924146453231
MiniLM,cityblock,What is async await in JavaScript,5,NO5kUNxGIu0,18.482397156899903
MiniLM,chebyshev,What are NumPy data types,1,fPopFeqw5sk,0.1306610070168972
MiniLM,chebyshev,What are NumPy data types,2,81i_uSX9Vic,0.15160488709807396
MiniLM,chebyshev,What are NumPy data types,3,Vh4krbTnTAA,0.15815294906497002
MiniLM,chebyshev,What are NumPy data types,4,IxBMVztdlr4,0.16599231213331223
MiniLM,chebyshev,What are NumPy data types,5,6WaBryk4fkE,0.16806510370224714
MiniLM,chebyshev,What are important NumPy functions,1,81i_uSX9Vic,0.15748872980475426
MiniLM,chebyshev,What are important NumPy functions,2,HzyhmZqiaE8,0.1643487587571144
MiniLM,chebyshev,What are important NumPy functions,3,4wGuB3oAKc4,0.16596142202615738
MiniLM,chebyshev,What are important NumPy functions,4,vg7Hwd9TANY,0.1662556673400104
MiniLM,chebyshev,What are important NumPy functions,5,rUXjvybSPWc,0.16638898476958275
MiniLM,chebyshev,What are Python iterators,1,k0D3MQwLn7A,0.12476791813969612
MiniLM,chebyshev,What are Python iterators,2,1XE-_s4ZBT8,0.16050200909376144
MiniLM,chebyshev,What are Python iterators,3,HkbQ_NaH0Lc,0.16146650910377502
MiniLM,chebyshev,What are Python iterators,4,shLeCvDQYp4,0.1704728603363037
MiniLM,chebyshev,What are Python iterators,5,44iQGNUcik0,0.17252375185489655
MiniLM,chebyshev,What are Python generators,1,k0D3MQwLn7A,0.14492701552808285
MiniLM,chebyshev,What are Python generators,2,ZBlxaXMN_hU,0.150190781801939
MiniLM,chebyshev,What are Python generators,3,TYyKQBC4bwE,0.15786850824952126
MiniLM,chebyshev,What are Python generators,4,1XE-_s4ZBT8,0.16312098037451506
MiniLM,chebyshev,What are Python generators,5,9pl55MxZlG4,0.16594193130731583
MiniLM,chebyshev,What is Matplotlib in Python,1,c9vhHUGdav0,0.16049251705408096
MiniLM,chebyshev,What is Matplotlib in Python,2,JVQNywo4AbU,0.16128450632095337
MiniLM,chebyshev,What is Matplotlib in Python,3,fPopFeqw5sk,0.1644788607954979
MiniLM,chebyshev,What is Matplotlib in Python,4,q2SGW2VgwAM,0.16619374603033066
MiniLM,chebyshev,What is Matplotlib in Python,5,8A0E1dSyjFM,0.1664828062057495
MiniLM,chebyshev,How to customize Matplotlib plots,1,hunq_UOdmoo,0.13966133072972298
MiniLM,chebyshev,How to customize Matplotlib plots,2,c9vhHUGdav0,0.1457698531448841
MiniLM,chebyshev,How to customize Matplotlib plots,3,l7IMBy4_nhA,0.1641535498201847
MiniLM,chebyshev,How to customize Matplotlib plots,4,VgnUB_vzR9I,0.17842663824558258
MiniLM,chebyshev,How to customize Matplotlib plots,5,wGlnsJFnGAI,0.18206994235515594
MiniLM,chebyshev,What is a Pandas DataFrame,1,OUnnuKHbmbU,0.15651576593518257
MiniLM,chebyshev,What is a Pandas DataFrame,2,wGlnsJFnGAI,0.1869755983352661
MiniLM,chebyshev,What is a Pandas DataFrame,3,6AzAYU8AOhQ,0.1875809021294117
MiniLM,chebyshev,What is a Pandas DataFrame,4,6WaBryk4fkE,0.1877453327178955
MiniLM,chebyshev,What is a Pandas DataFrame,5,Qj3GlL5ckQA,0.18887609243392944
MiniLM,chebyshev,What is NumPy slicing,1,6WaBryk4fkE,0.11796469241380692
MiniLM,chebyshev,What is NumPy slicing,2,wGlnsJFnGAI,0.15615908056497574
MiniLM,chebyshev,What is NumPy slicing,3,ZBlxaXMN_hU,0.17509032040834427
MiniLM,chebyshev,What is NumPy slicing,4,N1twTeNMdOE,0.17681626230478287
MiniLM,chebyshev,What is NumPy slicing,5,eIlcl-mt3tg,0.17726168408989906
MiniLM,chebyshev,How to convert decimal to hexadecimal,1,mjiHc965UME,0.13432685658335686
MiniLM,chebyshev,How to convert decimal to hexadecimal,2,aMME_rYkoOU,0.13840243965387344
MiniLM,chebyshev,How to convert decimal to hexadecimal,3,HOMu48bTzz8,0.1608317792415619
MiniLM,chebyshev,How to convert decimal to hexadecimal,4,fy5QsDJmctQ,0.16368895024061203
MiniLM,chebyshev,How to convert decimal to hexadecimal,5,9E3I1URu6fc,0.16697262972593307
MiniLM,chebyshev,What is the binary number system,1,tg5Wv9Ba1lI,0.11748579330742359
MiniLM,chebyshev,What is the binary number system,2,J6qXny_UAK4,0.14730043895542622
MiniLM,chebyshev,What is the binary number system,3,DFhpzaEOoxs,0.16082405298948288
MiniLM,chebyshev,What is the binary number system,4,4wGuB3oAKc4,0.16959957033395767
MiniLM,chebyshev,What is the binary number system,5,Lk-b45vrT8U,0.17105648666620255
MiniLM,chebyshev,What are arrays in C programming,1,6Hk2aE_SRzY,0.11510641779750586
MiniLM,chebyshev,What are arrays in C programming,2,NtlSzRWhaOc,0.14599793404340744
