Query,Rank,Video,Score
Explain jar file,1,0-BBs7q0HzI,15.221391520388007
Explain jar file,2,xYv3tBvJavM,16.826554857521163
Explain jar file,3,zGSX5AqfKvU,17.481611845041144
Explain jar file,4,7qUVUFE4_Sc,17.621821828586306
Explain jar file,5,-QHsVHziSZQ,17.66846636970398
Explain text learn,1,jRfIqQu_mcY,15.269860105725403
Explain text learn,2,8RWfE9eDWXI,15.789956217834177
Explain text learn,3,DZLAJ67OP9s,16.32885705887216
Explain text learn,4,XwYY0lCGWW8,16.64786554526625
Explain text learn,5,exP5T6IgQHs,16.840869591196437
How does content management work?,1,hTpEDdJDoI0,15.619563450795145
How does content management work?,2,MPFeE4_veXE,16.076766190871815
How does content management work?,3,7NyEmb13Ej0,16.128683883653785
How does content management work?,4,Gp5Et_nc_Kw,16.405367386412536
How does content management work?,5,Q9xD4J3tezw,16.57212632287638
What is elastic search?,1,kqbPw03jw90,13.328342641671355
What is elastic search?,2,6k6-OeWZTYY,13.513800234086748
What is elastic search?,3,cdm_9YLCNlU,15.005658930234613
What is elastic search?,4,HWRcoT4Lr5E,16.849171647578682
What is elastic search?,5,AvcTpQri-5M,16.962260906591162
How does agents write work?,1,GQ6piqfwr5c,14.63714183141224
How does agents write work?,2,Jj1-zb38Yfw,14.988050898138063
How does agents write work?,3,voSYs_XDsog,15.403954382149362
How does agents write work?,4,MWv33xofJ40,15.915348495191637
How does agents write work?,5,9UNPwGRNo_k,16.12723816943814
Explain urea clients,1,JMXh_6N9PAk,15.73865646596128
Explain urea clients,2,9yAFa60v7tE,15.838135482657666
Explain urea clients,3,KF-3jtGH6Yk,17.44177313275151
Explain urea clients,4,wwKCURWnjto,17.459972123991275
Explain urea clients,5,oyYnRVQvxv4,17.488450865048673
How does data elastic work?,1,KmOOoE3XO_o,15.02893744823875
How does data elastic work?,2,Q8qW8Dygmbs,15.310948673589671
How does data elastic work?,3,6k6-OeWZTYY,15.393752219934115
How does data elastic work?,4,kqbPw03jw90,15.412745918343813
How does data elastic work?,5,cdm_9YLCNlU,15.444520490736515
How does http headers work?,1,fFHl7psnvz0,12.871219951193243
How does http headers work?,2,4bQeGUzHpOE,15.062905633859437
How does http headers work?,3,YO9LnWD0Rck,16.225250438010324
How does http headers work?,4,G0_e02DdH7I,16.282880947730337
How does http headers work?,5,HV5u-HjEFvY,16.514130586874597
Explain heartbeats design,1,2LCyDvx7iIE,12.56925454672238
Explain heartbeats design,2,me_FwTx3ZEw,16.883534633381874
Explain heartbeats design,3,4SWwWIpi3E4,17.579724985959192
Explain heartbeats design,4,Ge7M_03JNqw,18.00689878380273
Explain heartbeats design,5,G0_e02DdH7I,18.075733759095566
Explain load balancer,1,dUO4ayAAnqQ,12.81107635608658
Explain load balancer,2,4SWwWIpi3E4,12.946524662979495
Explain load balancer,3,06VI0JVZC04,13.562741836441987
Explain load balancer,4,z29JlsK6nKc,13.799026714977341
Explain load balancer,5,uG7_0Zi5oVk,14.004500772036376
What is design patterns?,1,7qUVUFE4_Sc,11.671541305197897
What is design patterns?,2,NP7RmrHn1Q0,12.742701853616362
What is design patterns?,3,USLwIwyWVIM,15.217016605751818
What is design patterns?,4,126ALse1rWA,16.01891559346773
What is design patterns?,5,5999cgzA95A,16.797837154133234
What is data centers?,1,6HjrkSoeN2I,13.293297457378308
What is data centers?,2,IAbZJt7nY6E,16.368057723183956
What is data centers?,3,7G4g6B78zxM,16.40939909376746
What is data centers?,4,Gp_V4oEDrNo,16.495412943702636
What is data centers?,5,j-VASLQbDik,16.970568007200193
What is stateless card?,1,Kf9qqv1kC0s,14.519933892726252
What is stateless card?,2,jX33SSUwzAU,16.641813543372628
What is stateless card?,3,gh0mpS5PG1A,17.078720444453914
What is stateless card?,4,M87WMpG4G78,17.333141417535934
What is stateless card?,5,QDiPjMWeVC0,17.55558612677821
What is streaming service?,1,Ewf1A8UwXW0,13.944518625542912
What is streaming service?,2,Ko1_bJ44958,14.036663048284758
What is streaming service?,3,wIDh8MlkSoA,14.604972407159078
What is streaming service?,4,Ix4CLPCziQk,14.628997905774524
What is streaming service?,5,2G02p2izBEY,14.776019398858146
What is microservices architecture?,1,E7kXoO9Z0NA,12.982641720448388
What is microservices architecture?,2,_iqNjvaUVsM,13.425565301971893
What is microservices architecture?,3,ecuEkmFs5Vk,13.524012557988907
What is microservices architecture?,4,Vn8xa6mUocA,13.527566379451887
What is microservices architecture?,5,EZctFC4daPw,13.678513319263644
What is data business?,1,IAbZJt7nY6E,13.963011639283266
What is data business?,2,7G4g6B78zxM,15.842445955441086
What is data business?,3,Gp_V4oEDrNo,15.872603467227094
What is data business?,4,cY4pVLpjL3g,16.483311665718453
What is data business?,5,xmxJ4cS-niU,16.70413596676496
What is testing agent?,1,p5hA8rpCRXw,15.754385537584508
What is testing agent?,2,zZPad0WPSMQ,16.626277122107037
What is testing agent?,3,R0VZUKST1Ek,16.691582324566056
What is testing agent?,4,Jj1-zb38Yfw,16.695611555140655
What is testing agent?,5,3XeKm1ChS70,16.73217127682712
How does design patterns work?,1,7qUVUFE4_Sc,11.977381887862988
How does design patterns work?,2,NP7RmrHn1Q0,13.458670829026262
How does design patterns work?,3,USLwIwyWVIM,14.689769659557586
How does design patterns work?,4,126ALse1rWA,16.487276559348274
How does design patterns work?,5,5999cgzA95A,17.088710535258777
What is etl tools?,1,KmOOoE3XO_o,14.254339468159994
What is etl tools?,2,kqbPw03jw90,17.8171519818604
What is etl tools?,3,Gp_V4oEDrNo,17.992856843432904
What is etl tools?,4,XVfQD3lkn3g,18.334727198291993
What is etl tools?,5,PS9kw4W52Gs,18.42528696354163
What is netflixx architecture?,1,2G02p2izBEY,13.208503373592896
What is netflixx architecture?,2,wIDh8MlkSoA,13.482709583421348
What is netflixx architecture?,3,kphfRALgT7k,13.521255391402812
What is netflixx architecture?,4,Ix4CLPCziQk,13.689952040838289
What is netflixx architecture?,5,B5Il4OCjnn4,14.220030220837435
What is deployment strategy?,1,RThb3koc5DM,13.508962019264724
What is deployment strategy?,2,mWCId6kSpj0,15.279317042646076
What is deployment strategy?,3,unhCmG4NrUA,15.656460950229823
What is deployment strategy?,4,XZzFUjyxXYQ,17.411024087539978
What is deployment strategy?,5,AZoIWCZo3_c,17.484013491078628
What is cqrs command?,1,q07BGZBDo7g,11.493004995376616
What is cqrs command?,2,13vkP6cVa4U,14.240323513937629
What is cqrs command?,3,SvjdJoNPcHs,15.028832333874892
What is cqrs command?,4,s7uk69rMHFQ,15.436441931846868
What is cqrs command?,5,XVfQD3lkn3g,18.618843690834687
What is domain youtube?,1,6bGvO18yAH0,11.416103455543876
What is domain youtube?,2,Lsd80uR9Shs,14.370007889119755
What is domain youtube?,3,UpZWf1tH6K0,14.461174478255565
What is domain youtube?,4,wwKCURWnjto,16.10306778225656
What is domain youtube?,5,URI5GsOBznk,16.5256043306864
What is mcp ai?,1,YypKPJ6pYMY,11.90032958896802
What is mcp ai?,2,8PnVhLQTDoQ,12.021330823787448
What is mcp ai?,3,PS9kw4W52Gs,12.050760798668929
What is mcp ai?,4,if6OL6trunU,12.580986478710052
What is mcp ai?,5,MI796yMnOF0,12.89337932190902
How does git commit work?,1,E-CH3-VyVck,13.587906972780797
How does git commit work?,2,HMoZ5cYzU4I,13.71537487258659
How does git commit work?,3,k7ZGcJdi_kI,14.368360169893847
How does git commit work?,4,XZzFUjyxXYQ,14.420154240184246
How does git commit work?,5,QPVH19td8ME,14.464140164736722
How does open ai work?,1,Jj1-zb38Yfw,13.75974345429151
How does open ai work?,2,9QpAjiJ0kPk,14.710983483316326
How does open ai work?,3,voSYs_XDsog,15.437984161292835
How does open ai work?,4,GQnEuz6hj5k,15.542200909220906
How does open ai work?,5,MWv33xofJ40,15.725053036564866
How does retrieval llm work?,1,DZLAJ67OP9s,16.520267987344546
How does retrieval llm work?,2,4KiiKQ9RVvA,16.70707112688683
How does retrieval llm work?,3,A7lWqZ9_XpI,16.938527152308758
How does retrieval llm work?,4,jRfIqQu_mcY,17.248390114946893
How does retrieval llm work?,5,OtccjevZ5uc,17.64582742580169
What is password hashing?,1,TuNvdQUVkto,12.904263936037065
What is password hashing?,2,6Dq4Z8Nk1z8,15.709262700167148
What is password hashing?,3,KuH55P6UgVc,16.05625016580703
What is password hashing?,4,GT0En1dGntY,16.802153947110916
What is password hashing?,5,cG4FPks53AU,17.733450766452506
How does encoder work?,1,RUuhax5r1RA,14.769717199842944
How does encoder work?,2,exP5T6IgQHs,15.887036513554968
How does encoder work?,3,VUxXH4uo4AY,17.447559744676465
How does encoder work?,4,G2WXzbeYiGk,18.348078864754346
How does encoder work?,5,OtccjevZ5uc,18.488682802021366
How does database service work?,1,DKQLhy9bgdk,13.515212964575106
How does database service work?,2,q81-wDiJRN0,13.524479285405903
How does database service work?,3,YrCjrJLON6g,14.92545936588365
How does database service work?,4,o8J0Xfjwwe0,15.330213752032272
How does database service work?,5,tGdwX-TFAA8,15.78771246659634
Explain retry mechanism,1,_6yM3B4F4xE,13.371552940929543
Explain retry mechanism,2,S3nq_Iq4eMI,15.307648474967845
Explain retry mechanism,3,tGdwX-TFAA8,17.493968090879925
Explain retry mechanism,4,ZOoMX7uinKw,17.956679178572887
Explain retry mechanism,5,RfPNuaj5Ax0,18.165474901043012
Explain sql joints,1,cY4pVLpjL3g,12.563602812553029
Explain sql joints,2,gRuI6HzyuPY,14.826577658427947
Explain sql joints,3,wZgNO_ZIf40,15.662272377185467
Explain sql joints,4,7_JNpi-phTg,15.950809786745289
Explain sql joints,5,WUBWIVCJLHI,16.62415519375021
How does services architectural work?,1,o8J0Xfjwwe0,13.449398440441023
How does services architectural work?,2,WS_u-_gnoVI,13.499180081870392
How does services architectural work?,3,_iqNjvaUVsM,14.048107435387386
How does services architectural work?,4,E7kXoO9Z0NA,14.092056393952252
How does services architectural work?,5,EZctFC4daPw,14.450980205680096
How does feature flags work?,1,vLcrN75Kj8A,12.32859268220718
How does feature flags work?,2,USLwIwyWVIM,17.761083965130094
How does feature flags work?,3,NlnIJKdetvE,17.92429521040635
How does feature flags work?,4,7qUVUFE4_Sc,18.520489466426405
How does feature flags work?,5,QPVH19td8ME,18.783210821351325
How does load balancer work?,1,4SWwWIpi3E4,12.99515506770739
How does load balancer work?,2,dUO4ayAAnqQ,13.039765642396702
How does load balancer work?,3,z29JlsK6nKc,13.645321731713029
How does load balancer work?,4,06VI0JVZC04,14.03675214894043
How does load balancer work?,5,uG7_0Zi5oVk,14.261709343199744
What is domain driven?,1,sVi4aDNIPWo,13.313954513129296
What is domain driven?,2,eDpXY6KJiY8,14.54610065669857
What is domain driven?,3,OJNh4byblYI,14.838464240942017
What is domain driven?,4,8SPVfacnFvM,14.874961277233155
What is domain driven?,5,zg7nJrDQZ5s,16.87854987806407
What is monolithic microservices?,1,E7kXoO9Z0NA,12.639284744371219
What is monolithic microservices?,2,9-n5oJG4XMY,12.874206769693524
What is monolithic microservices?,3,VQ97sacUT3g,14.087973219109111
What is monolithic microservices?,4,2G02p2izBEY,14.519973968472401
What is monolithic microservices?,5,kphfRALgT7k,14.565556895639608
Explain clusters use,1,pjWhtRtaJiA,11.772168957506356
Explain clusters use,2,Et-dfMyW3qc,14.795813547699723
Explain clusters use,3,2b2jcfLMkfc,16.28603937964919
Explain clusters use,4,yBY5GJtmhg0,16.436420382442403
Explain clusters use,5,q1RUnL4xTds,16.565296483210595
Explain understanding jwts,1,iB__rLXGsas,11.932420906475507
Explain understanding jwts,2,0rcMDFU5P8w,12.255331654620242
Explain understanding jwts,3,fBSodN6BL3I,16.32295175102571
Explain understanding jwts,4,G0_e02DdH7I,16.8930137100211
Explain understanding jwts,5,HV5u-HjEFvY,16.92407217816954
What is serverless compute?,1,gbf-DIpFFoI,12.318076019163684
What is serverless compute?,2,C-CcuV1oMQI,13.50587815678557
What is serverless compute?,3,jX33SSUwzAU,15.75510193648688
What is serverless compute?,4,gh0mpS5PG1A,17.557149014713975
What is serverless compute?,5,8PnVhLQTDoQ,17.580305317055604
What is new microservice?,1,2G02p2izBEY,14.226972458100882
What is new microservice?,2,ecuEkmFs5Vk,14.250759698113306
What is new microservice?,3,_iqNjvaUVsM,14.534273040004184
What is new microservice?,4,Ewf1A8UwXW0,15.23181218468197
What is new microservice?,5,EZctFC4daPw,15.32015541726923
How does dom document work?,1,7NyEmb13Ej0,10.368266911048886
How does dom document work?,2,MPFeE4_veXE,12.011822028858953
How does dom document work?,3,m-0p2BFAZvI,17.813904706964472
How does dom document work?,4,FruCVzHTzXE,18.13521362763486
How does dom document work?,5,os7KcmJvtN4,18.24060849880258
How does tls transport work?,1,uWmZZyaHFEY,13.670032440238824
How does tls transport work?,2,wpzeqAm9Fyo,13.877740073676911
How does tls transport work?,3,pOcHamIz7Ko,14.035610179730476
How does tls transport work?,4,3VbtQDFm8bM,14.619072261154688
How does tls transport work?,5,s_r8GlYpcT4,15.311007871665112
Explain understanding gpus,1,iQ9arr3TTMA,12.071797574595951
Explain understanding gpus,2,vWKmH0BvqQo,12.592582436835219
Explain understanding gpus,3,HJncmDD47kQ,13.983265611098712
Explain understanding gpus,4,JmVOEkskft4,17.24947370934705
Explain understanding gpus,5,8afhcpiMh24,17.474947473089845
How does physical topology work?,1,QxfYZpE9ch8,11.396027308061301
How does physical topology work?,2,4znRDbg0SYA,13.53124242521408
How does physical topology work?,3,yBY5GJtmhg0,15.667877371199419
How does physical topology work?,4,j-VASLQbDik,16.75965320648922
How does physical topology work?,5,la0wPRCAiy0,18.134409193997463
Explain browser dns,1,6bGvO18yAH0,12.166668271414416
Explain browser dns,2,Lsd80uR9Shs,12.645135825173597
Explain browser dns,3,UpZWf1tH6K0,14.594857934641126
Explain browser dns,4,PwNJXUdMkVY,14.96472933569343
Explain browser dns,5,LN-FyvIgwKs,16.564196959086186
Explain probabilities,1,znuZRn94SQk,13.64392099579997
Explain probabilities,2,Rhy6IDW4j3k,15.697527045007426
Explain probabilities,3,LM3rwbVPyNc,17.641268395558168
Explain probabilities,4,F7pN7wAHpP0,18.632909203310565
Explain probabilities,5,hz1qw-WbXk8,18.88428945780879
What is workflows ai?,1,SYHqSAWQ4NY,14.268638710627503
What is workflows ai?,2,Jj1-zb38Yfw,15.11717641438489
What is workflows ai?,3,MWv33xofJ40,15.148325226573828
What is workflows ai?,4,JYN6O5Gbxlc,15.200182058183103
What is workflows ai?,5,9UNPwGRNo_k,15.233969260642091
Explain payments world,1,OYn5Be1skCs,14.154888846652785
Explain payments world,2,hWQCiO04CXk,14.415745107005758
Explain payments world,3,7MXV7RfNtv0,14.606092199931972
Explain payments world,4,Vn8xa6mUocA,15.203529410505684
Explain payments world,5,L2cYptW2ouw,15.726292114724114
What is kubernetes api?,1,2b2jcfLMkfc,13.576944070805672
What is kubernetes api?,2,UnOpAr5jJbI,14.729325260479863
What is kubernetes api?,3,0YCpmGZtTPs,15.468714439197173
What is kubernetes api?,4,jp_ONdr6_sQ,15.582091569228039
What is kubernetes api?,5,KqMOBptbKL8,15.720107793561278
How does secure headers work?,1,4bQeGUzHpOE,13.518340760818713
How does secure headers work?,2,fFHl7psnvz0,15.909896012334478
How does secure headers work?,3,YO9LnWD0Rck,16.08536136442067
How does secure headers work?,4,K6bkjs1q4cM,16.69810457817493
How does secure headers work?,5,BQwKZ6zfyk0,17.129625867201618
Explain tls certificate,1,pOcHamIz7Ko,12.343748864762459
Explain tls certificate,2,3VbtQDFm8bM,12.896602150443352
Explain tls certificate,3,uWmZZyaHFEY,13.604682195405973
Explain tls certificate,4,wpzeqAm9Fyo,14.333950300858303
Explain tls certificate,5,9AhzLGmp9V4,14.842689652652728
Explain database app,1,cY4pVLpjL3g,14.534216391012933
Explain database app,2,0d6tBMxFCt4,15.630928669032905
Explain database app,3,fGmIjstlFMU,15.783403690970463
Explain database app,4,TPYBYSyDRH4,15.980470244133663
Explain database app,5,cG4FPks53AU,16.16910289953094
Explain reverse proxy,1,scDqfwhXtx8,11.005027786386293
Explain reverse proxy,2,1B1Hr-lM7jg,11.852141814601026
Explain reverse proxy,3,2C-kLSYBfS4,13.930220559553803
Explain reverse proxy,4,B5Il4OCjnn4,16.03926003423809
Explain reverse proxy,5,62PxQP_jAxg,16.532107219675986
What is https api?,1,K6bkjs1q4cM,13.884583976170752
What is https api?,2,YO9LnWD0Rck,14.418332642122937
What is https api?,3,E6jgEtj-UjI,15.632686465965936
What is https api?,4,BQwKZ6zfyk0,15.674645474818863
What is https api?,5,s_r8GlYpcT4,16.274973021619644
How does spring boot work?,1,xYv3tBvJavM,12.74365547960222
How does spring boot work?,2,zGSX5AqfKvU,15.570964405943519
How does spring boot work?,3,GrYEX3NqPts,15.801647386324555
How does spring boot work?,4,erD57pJxOw8,16.79919217344144
How does spring boot work?,5,9yAFa60v7tE,18.264833351251795
How does traditional database work?,1,TPYBYSyDRH4,14.462335148427169
How does traditional database work?,2,0d6tBMxFCt4,14.925032839443514
How does traditional database work?,3,cY4pVLpjL3g,15.252586504410946
How does traditional database work?,4,Q9xD4J3tezw,15.388439124837795
How does traditional database work?,5,TuNvdQUVkto,15.454356657199497
Explain mobile apps,1,t-tTh94NI78,15.871110564357597
Explain mobile apps,2,oyYnRVQvxv4,15.912693575331158
Explain mobile apps,3,DzHUtYQyHFs,16.30870616291145
Explain mobile apps,4,Pmzrogq4W4I,16.405626175230534
Explain mobile apps,5,fGmIjstlFMU,16.905055831163278
What is mcp clients?,1,8PnVhLQTDoQ,12.71873753516944
What is mcp clients?,2,PS9kw4W52Gs,14.540780121833636
What is mcp clients?,3,MI796yMnOF0,15.010544210114974
What is mcp clients?,4,if6OL6trunU,15.340810507433941
What is mcp clients?,5,YypKPJ6pYMY,15.551170883091478
How does recommendation service work?,1,_JAN0cHiNHw,13.806195397149288
How does recommendation service work?,2,9yAFa60v7tE,16.449612581974392
How does recommendation service work?,3,URI5GsOBznk,16.63729105684402
How does recommendation service work?,4,aei5tsd3L0s,17.012547959424705
How does recommendation service work?,5,Ewf1A8UwXW0,17.012575898613612
What is ai agent?,1,Jj1-zb38Yfw,11.180594628406082
What is ai agent?,2,MWv33xofJ40,11.858408136984073
What is ai agent?,3,9UNPwGRNo_k,12.569780155193458
What is ai agent?,4,voSYs_XDsog,13.481089019585257
What is ai agent?,5,SYHqSAWQ4NY,13.89727985929383
What is quantum computer?,1,LM3rwbVPyNc,13.058665057792037
What is quantum computer?,2,iwRaNYa8yTw,17.821216162019393
What is quantum computer?,3,JmVOEkskft4,18.09698712822396
What is quantum computer?,4,2LCyDvx7iIE,18.4527731347092
What is quantum computer?,5,UIXFYPzaFbY,18.58167330919848
What is diagram visually?,1,gRuI6HzyuPY,0.46455347537994385
What is diagram visually?,2,80_RUmj-4B0,0.4165528118610382
What is diagram visually?,3,4znRDbg0SYA,0.39136403799057007
What is diagram visually?,4,la0wPRCAiy0,0.380288302898407
What is diagram visually?,5,cY4pVLpjL3g,0.3652037978172302
Explain performance dns,1,Lsd80uR9Shs,0.6613389253616333
Explain performance dns,2,LN-FyvIgwKs,0.6456367373466492
Explain performance dns,3,bJ9NnLLMQ78,0.552204966545105
Explain performance dns,4,6bGvO18yAH0,0.5438342094421387
Explain performance dns,5,xv0Be4QfkH0,0.5403995513916016
Explain benchmarks dragonfly,1,j1PkkSddZcE,0.5313906669616699
Explain benchmarks dragonfly,2,-QHsVHziSZQ,0.37248605489730835
Explain benchmarks dragonfly,3,h125O5yvdg0,0.3195529580116272
Explain benchmarks dragonfly,4,KRwpzG7l4a0,0.3131328821182251
Explain benchmarks dragonfly,5,XYvQHjWJJTE,0.3030577301979065
How does processing stream work?,1,mG3xQb_-rV4,0.6554420590400696
How does processing stream work?,2,_acvJC3Smx4,0.5016565322875977
How does processing stream work?,3,3Lzubtz9SUY,0.46062248945236206
How does processing stream work?,4,os7KcmJvtN4,0.46012070775032043
How does processing stream work?,5,I6dpN0geIb4,0.451698362827301
How does sql injection work?,1,cG4FPks53AU,0.7221091389656067
How does sql injection work?,2,WUBWIVCJLHI,0.6881692409515381
How does sql injection work?,3,ftMW4TtzDEk,0.6491521596908569
How does sql injection work?,4,mTJpFiPQZho,0.6213566064834595
How does sql injection work?,5,tb-hlGa71sk,0.5154378414154053
What is architecture sidecar?,1,sh2nwXJLDkE,0.5103154182434082
What is architecture sidecar?,2,FMxUYhYDiys,0.45769789814949036
What is architecture sidecar?,3,z9wuLNJdiqQ,0.4468664526939392
What is architecture sidecar?,4,uvlXQ4w-l94,0.4439428448677063
What is architecture sidecar?,5,fGmIjstlFMU,0.3841285705566406
What is apis harder?,1,qnXTTmPPiz0,0.5334623456001282
What is apis harder?,2,oyYnRVQvxv4,0.5217148661613464
What is apis harder?,3,HV5u-HjEFvY,0.45693084597587585
What is apis harder?,4,xJA8tP74KD0,0.42747122049331665
What is apis harder?,5,RSoy6zNamdM,0.4254344701766968
How does advantages fusionaut work?,1,t3HvCLYnrRY,0.5037365555763245
How does advantages fusionaut work?,2,esw0GzYWUyw,0.3635469079017639
How does advantages fusionaut work?,3,4ULlJEupV-I,0.3545414209365845
How does advantages fusionaut work?,4,7G4g6B78zxM,0.33852604031562805
How does advantages fusionaut work?,5,vVMlEBMIdKo,0.33840030431747437
Explain legacy microservices,1,kphfRALgT7k,0.6628053188323975
Explain legacy microservices,2,_iqNjvaUVsM,0.6290618181228638
Explain legacy microservices,3,o8J0Xfjwwe0,0.6271305084228516
Explain legacy microservices,4,DpuQ3-7e-rY,0.6187451481819153
Explain legacy microservices,5,9-n5oJG4XMY,0.611645519733429
What is structured apps?,1,fGmIjstlFMU,0.46081283688545227
What is structured apps?,2,7G4g6B78zxM,0.4552691876888275
What is structured apps?,3,oyYnRVQvxv4,0.444154292345047
What is structured apps?,4,IAbZJt7nY6E,0.44098028540611267
What is structured apps?,5,WS_u-_gnoVI,0.4298425018787384
Explain monolithic architectures,1,E7kXoO9Z0NA,0.6110471487045288
Explain monolithic architectures,2,uvlXQ4w-l94,0.5910075902938843
Explain monolithic architectures,3,hTpEDdJDoI0,0.5055287480354309
Explain monolithic architectures,4,fGmIjstlFMU,0.5054482221603394
Explain monolithic architectures,5,126ALse1rWA,0.4930531084537506
How does binary search work?,1,HWRcoT4Lr5E,0.7826231718063354
How does binary search work?,2,1y50YhnkEcQ,0.5798190832138062
How does binary search work?,3,GT0En1dGntY,0.475712388753891
How does binary search work?,4,cSqbQnQ5imU,0.4688137173652649
How does binary search work?,5,kqbPw03jw90,0.36834001541137695
Explain apis mcp,1,PS9kw4W52Gs,0.6698119640350342
Explain apis mcp,2,if6OL6trunU,0.609897792339325
Explain apis mcp,3,YypKPJ6pYMY,0.6038178205490112
Explain apis mcp,4,MI796yMnOF0,0.5827801823616028
Explain apis mcp,5,8PnVhLQTDoQ,0.568425178527832
How does file jar work?,1,0-BBs7q0HzI,0.4935082793235779
How does file jar work?,2,-QHsVHziSZQ,0.3635594844818115
How does file jar work?,3,KOwxqhFUgts,0.33383238315582275
How does file jar work?,4,zGSX5AqfKvU,0.3056353032588959
How does file jar work?,5,olcwFuJf8AA,0.3031899929046631
How does authentication api work?,1,xJA8tP74KD0,0.7359465956687927
How does authentication api work?,2,0rcMDFU5P8w,0.6091548800468445
How does authentication api work?,3,K6bkjs1q4cM,0.6078302264213562
How does authentication api work?,4,esw0GzYWUyw,0.5976368188858032
How does authentication api work?,5,vAT8YJTxhuU,0.5813181400299072
Explain sql injection,1,cG4FPks53AU,0.7366412878036499
Explain sql injection,2,WUBWIVCJLHI,0.7052595615386963
Explain sql injection,3,ftMW4TtzDEk,0.633163571357727
Explain sql injection,4,mTJpFiPQZho,0.619621992111206
Explain sql injection,5,tb-hlGa71sk,0.5312807559967041
Explain machine docker,1,KOwxqhFUgts,0.8263406753540039
Explain machine docker,2,Et-dfMyW3qc,0.6374680995941162
Explain machine docker,3,Dwufy7QtZR0,0.6325841546058655
Explain machine docker,4,2b2jcfLMkfc,0.5148862600326538
Explain machine docker,5,fGjCWRSEXSQ,0.44279444217681885
Explain amazon developer,1,zEiStSS6_ow,0.4829561710357666
Explain amazon developer,2,XVfQD3lkn3g,0.43404167890548706
Explain amazon developer,3,Q8qW8Dygmbs,0.407504141330719
Explain amazon developer,4,kqbPw03jw90,0.4017077088356018
Explain amazon developer,5,A1sq1MeKRpA,0.39214181900024414
Explain jar file,1,0-BBs7q0HzI,0.4633359909057617
Explain jar file,2,xYv3tBvJavM,0.34525561332702637
Explain jar file,3,-QHsVHziSZQ,0.3371318578720093
Explain jar file,4,zGSX5AqfKvU,0.33396273851394653
Explain jar file,5,7qUVUFE4_Sc,0.31671416759490967
Explain text learn,1,jRfIqQu_mcY,0.4849347472190857
Explain text learn,2,DZLAJ67OP9s,0.45879656076431274
Explain text learn,3,UzZRN--atqY,0.4305932819843292
Explain text learn,4,OtccjevZ5uc,0.40825074911117554
Explain text learn,5,8RWfE9eDWXI,0.38069048523902893
How does content management work?,1,UpZWf1tH6K0,0.45814043283462524
How does content management work?,2,MPFeE4_veXE,0.44584324955940247
How does content management work?,3,7NyEmb13Ej0,0.44185277819633484
How does content management work?,4,bJ9NnLLMQ78,0.4339669942855835
How does content management work?,5,HV5u-HjEFvY,0.395363986492157
What is elastic search?,1,kqbPw03jw90,0.8407264351844788
What is elastic search?,2,6k6-OeWZTYY,0.7902946472167969
What is elastic search?,3,cdm_9YLCNlU,0.6151423454284668
What is elastic search?,4,KmOOoE3XO_o,0.44877755641937256
What is elastic search?,5,Q8qW8Dygmbs,0.44174453616142273
How does agents write work?,1,Jj1-zb38Yfw,0.6053916215896606
How does agents write work?,2,9UNPwGRNo_k,0.5539987087249756
How does agents write work?,3,SYHqSAWQ4NY,0.5207754373550415
How does agents write work?,4,jRfIqQu_mcY,0.48110219836235046
How does agents write work?,5,MWv33xofJ40,0.47590190172195435
Explain urea clients,1,JMXh_6N9PAk,0.5726293325424194
Explain urea clients,2,9yAFa60v7tE,0.46102309226989746
Explain urea clients,3,XH5QBurZ9OU,0.3874661922454834
Explain urea clients,4,w8ZdjK3nbO8,0.384567528963089
Explain urea clients,5,HV5u-HjEFvY,0.34996455907821655
How does data elastic work?,1,6k6-OeWZTYY,0.6455214023590088
How does data elastic work?,2,kqbPw03jw90,0.6449558138847351
How does data elastic work?,3,cdm_9YLCNlU,0.5413817167282104
How does data elastic work?,4,KmOOoE3XO_o,0.5390301942825317
How does data elastic work?,5,7G4g6B78zxM,0.5081477761268616
How does http headers work?,1,fFHl7psnvz0,0.7744209170341492
How does http headers work?,2,G0_e02DdH7I,0.5583128929138184
How does http headers work?,3,4bQeGUzHpOE,0.5254833698272705
How does http headers work?,4,E6jgEtj-UjI,0.4387475848197937
How does http headers work?,5,1B1Hr-lM7jg,0.4127185344696045
Explain heartbeats design,1,2LCyDvx7iIE,0.6128994226455688
Explain heartbeats design,2,me_FwTx3ZEw,0.4757312536239624
Explain heartbeats design,3,iwRaNYa8yTw,0.3591563105583191
Explain heartbeats design,4,4SWwWIpi3E4,0.3270374536514282
Explain heartbeats design,5,mG3xQb_-rV4,0.3145524859428406
Explain load balancer,1,dUO4ayAAnqQ,0.7612097263336182
Explain load balancer,2,uG7_0Zi5oVk,0.7296410799026489
Explain load balancer,3,06VI0JVZC04,0.729333221912384
Explain load balancer,4,z29JlsK6nKc,0.718254566192627
Explain load balancer,5,EBTmNyqyacU,0.695513129234314
What is design patterns?,1,7qUVUFE4_Sc,0.5918010473251343
What is design patterns?,2,NP7RmrHn1Q0,0.5899887681007385
What is design patterns?,3,USLwIwyWVIM,0.5353533625602722
What is design patterns?,4,126ALse1rWA,0.49801480770111084
What is design patterns?,5,sVi4aDNIPWo,0.4273885488510132
What is data centers?,1,6HjrkSoeN2I,0.6970207691192627
What is data centers?,2,pjWhtRtaJiA,0.48345011472702026
